"No","Ch1","Ch2","Ch3","Ch4"
23770,0.154,0.12,0.398,0.328
23771,0.122,0.42,0.13,0.328
23772,0.158,0.262,0.14,0.44
23773,0.088,0.194,0.574,0.144
23774,0.16,0.218,0.16,0.462
23775,0.248,0.18,0.112,0.46
23776,0.274,0.118,0.264,0.344
23777,0.292,0.412,0.19,0.106
23778,0.136,0.364,0.108,0.392
23779,0.416,0.236,0.076,0.272
23780,0.308,0.288,0.098,0.306
23781,0.484,0.114,0.086,0.316
23782,0.07,0.28,0.304,0.346
23783,0.158,0.08,0.448,0.314
23784,0.082,0.086,0.498,0.334
23785,0.334,0.212,0.098,0.356
23786,0.276,0.228,0.142,0.354
23787,0.558,0.122,0.104,0.216
23788,0.236,0.326,0.104,0.334
23789,0.504,0.11,0.128,0.258
23790,0.1,0.128,0.438,0.334
23791,0.278,0.142,0.368,0.212
23792,0.266,0.48,0.058,0.196
23793,0.22,0.164,0.164,0.452
23794,0.31,0.12,0.18,0.39
23795,0.196,0.202,0.144,0.458
23796,0.346,0.188,0.138,0.328
23797,0.246,0.266,0.32,0.168
23798,0.21,0.098,0.214,0.478
23799,0.432,0.092,0.132,0.344
23800,0.3,0.458,0.068,0.174
23801,0.096,0.136,0.574,0.194
23802,0.136,0.466,0.09,0.308
23803,0.222,0.22,0.108,0.45
23804,0.316,0.104,0.17,0.41
23805,0.31,0.094,0.356,0.24
23806,0.172,0.278,0.096,0.454
23807,0.418,0.098,0.088,0.396
23808,0.2,0.382,0.094,0.324
23809,0.424,0.246,0.076,0.254
23810,0.232,0.498,0.124,0.146
23811,0.418,0.15,0.206,0.226
23812,0.164,0.206,0.398,0.232
23813,0.4,0.236,0.128,0.236
23814,0.39,0.296,0.172,0.142
23815,0.126,0.138,0.358,0.378
23816,0.384,0.284,0.21,0.122
23817,0.336,0.196,0.238,0.23
23818,0.176,0.142,0.402,0.28
23819,0.202,0.428,0.19,0.18
23820,0.124,0.208,0.47,0.198
23821,0.152,0.202,0.202,0.444
23822,0.202,0.306,0.194,0.298
23823,0.106,0.22,0.306,0.368
23824,0.174,0.45,0.082,0.294
23825,0.428,0.194,0.146,0.232
23826,0.224,0.396,0.106,0.274
23827,0.37,0.16,0.264,0.206
23828,0.084,0.258,0.506,0.152
23829,0.244,0.226,0.224,0.306
23830,0.118,0.618,0.078,0.186
23831,0.104,0.194,0.536,0.166
23832,0.126,0.246,0.422,0.206
23833,0.27,0.31,0.248,0.172
23834,0.344,0.198,0.134,0.324
23835,0.072,0.41,0.322,0.196
23836,0.384,0.094,0.194,0.328
23837,0.11,0.112,0.276,0.502
23838,0.434,0.16,0.166,0.24
23839,0.502,0.136,0.154,0.208
23840,0.216,0.102,0.552,0.13
23841,0.318,0.126,0.216,0.34
23842,0.392,0.196,0.228,0.184
23843,0.396,0.138,0.24,0.226
23844,0.404,0.122,0.192,0.282
23845,0.094,0.126,0.236,0.544
23846,0.488,0.314,0.144,0.054
23847,0.112,0.67,0.094,0.124
23848,0.06,0.108,0.528,0.304
23849,0.336,0.136,0.184,0.344
23850,0.078,0.146,0.582,0.194
23851,0.576,0.248,0.078,0.098
23852,0.24,0.322,0.138,0.3
23853,0.124,0.152,0.484,0.24
23854,0.466,0.206,0.098,0.23
23855,0.104,0.314,0.112,0.47
23856,0.272,0.308,0.1,0.32
23857,0.474,0.362,0.09,0.074
23858,0.304,0.138,0.346,0.212
23859,0.546,0.142,0.116,0.196
23860,0.146,0.414,0.118,0.322
23861,0.154,0.136,0.566,0.144
23862,0.122,0.106,0.666,0.106
23863,0.126,0.106,0.49,0.278
23864,0.222,0.506,0.078,0.194
23865,0.088,0.118,0.534,0.26
23866,0.29,0.402,0.17,0.138
23867,0.074,0.216,0.28,0.43
23868,0.094,0.114,0.51,0.282
23869,0.388,0.142,0.162,0.308
23870,0.22,0.078,0.606,0.096
23871,0.15,0.138,0.51,0.202
23872,0.068,0.19,0.602,0.14
23873,0.096,0.326,0.456,0.122
23874,0.494,0.192,0.16,0.154
23875,0.08,0.54,0.254,0.126
23876,0.432,0.194,0.088,0.286
23877,0.298,0.32,0.066,0.316
23878,0.226,0.214,0.246,0.314
23879,0.16,0.642,0.122,0.076
23880,0.492,0.158,0.142,0.208
23881,0.53,0.226,0.126,0.118
23882,0.388,0.46,0.056,0.096
23883,0.15,0.21,0.514,0.126
23884,0.13,0.594,0.188,0.088
23885,0.294,0.224,0.108,0.374
23886,0.218,0.258,0.206,0.318
23887,0.278,0.236,0.196,0.29
23888,0.178,0.426,0.28,0.116
23889,0.54,0.208,0.098,0.154
23890,0.14,0.572,0.102,0.186
23891,0.338,0.212,0.162,0.288
23892,0.102,0.408,0.124,0.366
23893,0.22,0.296,0.092,0.392
23894,0.188,0.278,0.168,0.366
23895,0.1,0.26,0.44,0.2
23896,0.104,0.206,0.416,0.274
23897,0.176,0.23,0.114,0.48
23898,0.118,0.588,0.094,0.2
23899,0.262,0.142,0.14,0.456
23900,0.116,0.342,0.136,0.406
23901,0.104,0.514,0.16,0.222
23902,0.082,0.532,0.21,0.176
23903,0.288,0.24,0.1,0.372
23904,0.096,0.448,0.114,0.342
23905,0.374,0.096,0.274,0.256
23906,0.464,0.108,0.086,0.342
23907,0.292,0.09,0.116,0.502
23908,0.158,0.25,0.106,0.486
23909,0.282,0.162,0.084,0.472
23910,0.212,0.136,0.288,0.364
23911,0.17,0.104,0.168,0.558
23912,0.146,0.178,0.19,0.486
23913,0.1,0.258,0.352,0.29
23914,0.08,0.454,0.098,0.368
23915,0.634,0.112,0.054,0.2
23916,0.052,0.122,0.558,0.268
23917,0.148,0.32,0.086,0.446
23918,0.154,0.184,0.094,0.568
23919,0.136,0.368,0.092,0.404
23920,0.11,0.36,0.182,0.348
23921,0.184,0.15,0.536,0.13
23922,0.108,0.17,0.48,0.242
23923,0.29,0.426,0.132,0.152
23924,0.138,0.468,0.296,0.098
23925,0.154,0.212,0.164,0.47
23926,0.246,0.548,0.118,0.088
23927,0.288,0.11,0.232,0.37
23928,0.118,0.186,0.36,0.336
23929,0.104,0.278,0.114,0.504
23930,0.1,0.242,0.144,0.514
23931,0.136,0.624,0.106,0.134
23932,0.104,0.448,0.122,0.326
23933,0.132,0.558,0.12,0.19
23934,0.09,0.662,0.104,0.144
23935,0.248,0.172,0.162,0.418
23936,0.42,0.166,0.13,0.284
23937,0.116,0.11,0.494,0.28
23938,0.332,0.166,0.11,0.392
23939,0.152,0.092,0.376,0.38
23940,0.296,0.102,0.13,0.472
23941,0.074,0.246,0.534,0.146
23942,0.418,0.154,0.154,0.274
23943,0.14,0.478,0.136,0.246
23944,0.342,0.132,0.412,0.114
23945,0.128,0.174,0.364,0.334
23946,0.29,0.508,0.07,0.132
23947,0.114,0.498,0.19,0.198
23948,0.174,0.148,0.368,0.31
23949,0.15,0.29,0.112,0.448
23950,0.104,0.536,0.266,0.094
23951,0.52,0.186,0.126,0.168
23952,0.176,0.15,0.306,0.368
23953,0.49,0.112,0.138,0.26
23954,0.556,0.148,0.152,0.144
23955,0.1,0.324,0.132,0.444
23956,0.094,0.182,0.464,0.26
23957,0.082,0.468,0.082,0.368
23958,0.216,0.444,0.104,0.236
23959,0.436,0.128,0.19,0.246
23960,0.226,0.106,0.426,0.242
23961,0.678,0.116,0.086,0.12
23962,0.114,0.602,0.078,0.206
23963,0.126,0.564,0.116,0.194
23964,0.104,0.394,0.37,0.132
23965,0.094,0.096,0.682,0.128
23966,0.126,0.086,0.582,0.206
23967,0.372,0.148,0.11,0.37
23968,0.34,0.302,0.096,0.262
23969,0.434,0.192,0.126,0.248
23970,0.658,0.078,0.15,0.114
23971,0.13,0.254,0.458,0.158
23972,0.452,0.168,0.226,0.154
23973,0.346,0.194,0.162,0.298
23974,0.08,0.102,0.656,0.162
23975,0.184,0.624,0.098,0.094
23976,0.148,0.432,0.252,0.168
23977,0.1,0.122,0.624,0.154
23978,0.152,0.122,0.152,0.574
23979,0.478,0.098,0.106,0.318
23980,0.114,0.54,0.072,0.274
23981,0.412,0.148,0.3,0.14
23982,0.078,0.094,0.722,0.106
23983,0.222,0.208,0.146,0.424
23984,0.372,0.242,0.096,0.29
23985,0.1,0.128,0.42,0.352
23986,0.424,0.342,0.066,0.168
23987,0.158,0.168,0.394,0.28
23988,0.296,0.384,0.212,0.108
23989,0.048,0.122,0.634,0.196
23990,0.364,0.316,0.1,0.22
23991,0.094,0.1,0.428,0.378
23992,0.152,0.576,0.096,0.176
23993,0.096,0.446,0.27,0.188
23994,0.134,0.312,0.162,0.392
23995,0.114,0.16,0.374,0.352
23996,0.108,0.204,0.462,0.226
23997,0.182,0.444,0.248,0.126
23998,0.136,0.396,0.282,0.186
23999,0.484,0.134,0.114,0.268
24000,0.18,0.556,0.076,0.188
24001,0.354,0.464,0.082,0.1
24002,0.274,0.496,0.098,0.132
24003,0.344,0.412,0.088,0.156
24004,0.266,0.148,0.276,0.31
24005,0.114,0.76,0.054,0.072
24006,0.33,0.156,0.402,0.112
24007,0.264,0.194,0.156,0.386
24008,0.066,0.76,0.08,0.094
24009,0.44,0.08,0.13,0.35
24010,0.814,0.062,0.044,0.08
24011,0.112,0.674,0.086,0.128
24012,0.232,0.08,0.416,0.272
24013,0.112,0.11,0.454,0.324
24014,0.112,0.396,0.436,0.056
24015,0.076,0.476,0.104,0.344
24016,0.164,0.496,0.072,0.268
24017,0.392,0.274,0.252,0.082
24018,0.416,0.192,0.112,0.28
24019,0.29,0.38,0.182,0.148
24020,0.082,0.312,0.368,0.238
24021,0.108,0.146,0.538,0.208
24022,0.526,0.172,0.096,0.206
24023,0.178,0.472,0.154,0.196
24024,0.23,0.552,0.1,0.118
24025,0.524,0.18,0.186,0.11
24026,0.15,0.57,0.19,0.09
24027,0.16,0.134,0.294,0.412
24028,0.106,0.586,0.094,0.214
24029,0.138,0.182,0.22,0.46
24030,0.156,0.39,0.162,0.292
24031,0.056,0.258,0.206,0.48
24032,0.19,0.178,0.232,0.4
24033,0.546,0.198,0.152,0.104
24034,0.234,0.194,0.15,0.422
24035,0.088,0.354,0.12,0.438
24036,0.208,0.226,0.434,0.132
24037,0.124,0.626,0.1,0.15
24038,0.108,0.102,0.358,0.432
24039,0.318,0.414,0.064,0.204
24040,0.134,0.182,0.52,0.164
24041,0.312,0.264,0.158,0.266
24042,0.082,0.262,0.51,0.146
24043,0.386,0.212,0.124,0.278
24044,0.302,0.362,0.186,0.15
24045,0.438,0.11,0.15,0.302
24046,0.112,0.566,0.218,0.104
24047,0.112,0.084,0.702,0.102
24048,0.088,0.156,0.582,0.174
24049,0.632,0.148,0.104,0.116
24050,0.226,0.182,0.17,0.422
24051,0.134,0.42,0.074,0.372
24052,0.51,0.282,0.088,0.12
24053,0.462,0.094,0.276,0.168
24054,0.3,0.192,0.136,0.372
24055,0.36,0.176,0.186,0.278
24056,0.12,0.56,0.09,0.23
24057,0.21,0.12,0.136,0.534
24058,0.064,0.192,0.19,0.554
24059,0.236,0.222,0.072,0.47
24060,0.284,0.084,0.086,0.546
24061,0.092,0.374,0.104,0.43
24062,0.23,0.126,0.488,0.156
24063,0.082,0.272,0.43,0.216
24064,0.284,0.104,0.194,0.418
24065,0.054,0.144,0.544,0.258
24066,0.382,0.196,0.11,0.312
24067,0.134,0.21,0.086,0.57
24068,0.55,0.11,0.108,0.232
24069,0.12,0.19,0.12,0.57
24070,0.542,0.086,0.134,0.238
24071,0.13,0.102,0.226,0.542
24072,0.118,0.222,0.152,0.508
24073,0.278,0.074,0.142,0.506
24074,0.314,0.096,0.25,0.34
24075,0.216,0.186,0.304,0.294
24076,0.12,0.362,0.268,0.25
24077,0.38,0.234,0.062,0.324
24078,0.278,0.294,0.166,0.262
24079,0.322,0.122,0.05,0.506
24080,0.488,0.082,0.058,0.372
24081,0.088,0.23,0.158,0.524
24082,0.23,0.222,0.378,0.17
24083,0.112,0.402,0.08,0.406
24084,0.296,0.388,0.102,0.214
24085,0.168,0.312,0.07,0.45
24086,0.278,0.216,0.178,0.328
24087,0.222,0.356,0.134,0.288
24088,0.222,0.146,0.41,0.222
24089,0.298,0.326,0.2,0.176
24090,0.096,0.192,0.34,0.372
24091,0.092,0.106,0.488,0.314
24092,0.422,0.09,0.068,0.42
24093,0.348,0.372,0.15,0.13
24094,0.066,0.576,0.292,0.066
24095,0.296,0.118,0.438,0.148
24096,0.26,0.442,0.14,0.158
24097,0.122,0.294,0.444,0.14
24098,0.48,0.252,0.134,0.134
24099,0.238,0.456,0.09,0.216
24100,0.352,0.442,0.112,0.094
24101,0.21,0.452,0.108,0.23
24102,0.308,0.224,0.222,0.246
24103,0.116,0.542,0.254,0.088
24104,0.302,0.142,0.176,0.38
24105,0.524,0.16,0.16,0.156
24106,0.132,0.562,0.13,0.176
24107,0.218,0.128,0.468,0.186
24108,0.128,0.146,0.582,0.144
24109,0.368,0.252,0.152,0.228
24110,0.38,0.324,0.148,0.148
24111,0.158,0.372,0.162,0.308
24112,0.37,0.072,0.23,0.328
24113,0.08,0.504,0.338,0.078
24114,0.216,0.238,0.32,0.226
24115,0.058,0.718,0.096,0.128
24116,0.118,0.102,0.708,0.072
24117,0.492,0.19,0.178,0.14
24118,0.294,0.308,0.258,0.14
24119,0.244,0.534,0.08,0.142
24120,0.178,0.652,0.062,0.108
24121,0.37,0.316,0.142,0.172
24122,0.094,0.318,0.484,0.104
24123,0.126,0.336,0.19,0.348
24124,0.22,0.57,0.084,0.126
24125,0.082,0.086,0.698,0.134
24126,0.226,0.372,0.246,0.156
24127,0.314,0.46,0.076,0.15
24128,0.242,0.106,0.142,0.51
24129,0.32,0.316,0.156,0.208
24130,0.234,0.372,0.102,0.292
24131,0.098,0.424,0.218,0.26
24132,0.232,0.478,0.082,0.208
24133,0.384,0.338,0.094,0.184
24134,0.374,0.262,0.292,0.072
24135,0.12,0.072,0.486,0.322
24136,0.066,0.164,0.482,0.288
24137,0.068,0.776,0.048,0.108
24138,0.456,0.146,0.104,0.294
24139,0.324,0.068,0.516,0.092
24140,0.426,0.126,0.256,0.192
24141,0.082,0.578,0.096,0.244
24142,0.076,0.452,0.276,0.196
24143,0.114,0.588,0.214,0.084
24144,0.21,0.33,0.09,0.37
24145,0.106,0.444,0.266,0.184
24146,0.068,0.118,0.542,0.272
24147,0.252,0.394,0.19,0.164
24148,0.204,0.43,0.222,0.144
24149,0.096,0.19,0.442,0.272
24150,0.236,0.348,0.176,0.24
24151,0.176,0.396,0.27,0.158
24152,0.116,0.474,0.168,0.242
24153,0.132,0.12,0.626,0.122
24154,0.162,0.1,0.594,0.144
24155,0.092,0.136,0.64,0.132
24156,0.14,0.252,0.432,0.176
24157,0.174,0.352,0.14,0.334
24158,0.576,0.224,0.076,0.124
24159,0.15,0.144,0.32,0.386
24160,0.248,0.212,0.112,0.428
24161,0.136,0.62,0.12,0.124
24162,0.462,0.24,0.108,0.19
24163,0.126,0.344,0.422,0.108
24164,0.41,0.256,0.21,0.124
24165,0.16,0.254,0.154,0.432
24166,0.174,0.236,0.202,0.388
24167,0.096,0.616,0.196,0.092
24168,0.37,0.128,0.206,0.296
24169,0.482,0.114,0.27,0.134
24170,0.132,0.316,0.26,0.292
24171,0.164,0.504,0.166,0.166
24172,0.42,0.11,0.348,0.122
24173,0.194,0.632,0.084,0.09
24174,0.214,0.526,0.164,0.096
24175,0.256,0.23,0.418,0.096
24176,0.15,0.18,0.44,0.23
24177,0.638,0.142,0.092,0.128
24178,0.142,0.16,0.184,0.514
24179,0.078,0.562,0.298,0.062
24180,0.172,0.148,0.284,0.396
24181,0.138,0.474,0.13,0.258
24182,0.11,0.544,0.246,0.1
24183,0.218,0.592,0.086,0.104
24184,0.13,0.69,0.128,0.052
24185,0.24,0.3,0.27,0.19
24186,0.112,0.538,0.204,0.146
24187,0.308,0.496,0.084,0.112
24188,0.144,0.202,0.436,0.218
24189,0.182,0.264,0.172,0.382
24190,0.122,0.228,0.39,0.26
24191,0.154,0.196,0.51,0.14
24192,0.28,0.266,0.246,0.208
24193,0.132,0.126,0.598,0.144
24194,0.19,0.296,0.184,0.33
24195,0.286,0.194,0.238,0.282
24196,0.522,0.202,0.156,0.12
24197,0.19,0.292,0.188,0.33
24198,0.544,0.23,0.128,0.098
24199,0.222,0.418,0.178,0.182
24200,0.242,0.23,0.266,0.262
24201,0.528,0.228,0.116,0.128
24202,0.13,0.154,0.604,0.112
24203,0.25,0.198,0.312,0.24
24204,0.162,0.446,0.19,0.202
24205,0.17,0.472,0.152,0.206
24206,0.2,0.226,0.458,0.116
24207,0.482,0.148,0.148,0.222
24208,0.13,0.416,0.234,0.22
24209,0.12,0.276,0.414,0.19
24210,0.114,0.24,0.294,0.352
24211,0.174,0.13,0.262,0.434
24212,0.23,0.242,0.166,0.362
24213,0.274,0.11,0.28,0.336
24214,0.132,0.164,0.404,0.3
24215,0.232,0.174,0.426,0.168
24216,0.154,0.186,0.314,0.346
24217,0.114,0.308,0.206,0.372
24218,0.238,0.22,0.242,0.3
24219,0.272,0.216,0.232,0.28
24220,0.25,0.286,0.232,0.232
24221,0.234,0.53,0.104,0.132
24222,0.398,0.294,0.14,0.168
24223,0.342,0.16,0.246,0.252
24224,0.14,0.276,0.236,0.348
24225,0.292,0.252,0.23,0.226
24226,0.148,0.162,0.236,0.454
24227,0.348,0.2,0.328,0.124
24228,0.144,0.288,0.146,0.422
24229,0.168,0.478,0.106,0.248
24230,0.166,0.314,0.172,0.348
24231,0.248,0.246,0.2,0.306
24232,0.124,0.472,0.132,0.272
24233,0.352,0.23,0.13,0.288
24234,0.116,0.134,0.39,0.36
24235,0.424,0.22,0.154,0.202
24236,0.132,0.196,0.56,0.112
24237,0.408,0.162,0.174,0.256
24238,0.12,0.284,0.386,0.21
24239,0.422,0.238,0.188,0.152
24240,0.172,0.496,0.138,0.194
24241,0.148,0.152,0.176,0.524
24242,0.266,0.296,0.206,0.232
24243,0.152,0.516,0.126,0.206
24244,0.334,0.232,0.222,0.212
24245,0.252,0.26,0.296,0.192
24246,0.214,0.236,0.192,0.358
24247,0.16,0.316,0.444,0.08
24248,0.274,0.14,0.196,0.39
24249,0.192,0.398,0.18,0.23
24250,0.202,0.316,0.142,0.34
24251,0.206,0.294,0.114,0.386
24252,0.15,0.322,0.12,0.408
24253,0.106,0.266,0.486,0.142
24254,0.248,0.18,0.266,0.306
24255,0.116,0.248,0.366,0.27
24256,0.182,0.174,0.274,0.37
24257,0.166,0.33,0.268,0.236
24258,0.236,0.374,0.102,0.288
24259,0.15,0.24,0.162,0.448
24260,0.14,0.388,0.226,0.246
24261,0.236,0.092,0.31,0.362
24262,0.344,0.148,0.218,0.29
24263,0.244,0.218,0.278,0.26
24264,0.24,0.38,0.218,0.162
24265,0.48,0.236,0.116,0.168
24266,0.212,0.166,0.276,0.346
24267,0.288,0.304,0.15,0.258
24268,0.26,0.284,0.248,0.208
24269,0.204,0.38,0.184,0.232
24270,0.222,0.36,0.24,0.178
24271,0.112,0.316,0.394,0.178
24272,0.202,0.234,0.284,0.28
24273,0.328,0.244,0.168,0.26
24274,0.318,0.142,0.428,0.112
24275,0.2,0.208,0.376,0.216
24276,0.532,0.22,0.138,0.11
24277,0.114,0.534,0.218,0.134
24278,0.192,0.342,0.202,0.264
24279,0.35,0.25,0.218,0.182
24280,0.208,0.24,0.374,0.178
24281,0.434,0.248,0.158,0.16
24282,0.25,0.25,0.178,0.322
24283,0.194,0.284,0.082,0.44
24284,0.214,0.092,0.348,0.346
24285,0.062,0.502,0.08,0.356
24286,0.064,0.07,0.552,0.314
24287,0.09,0.462,0.078,0.37
24288,0.05,0.632,0.048,0.27
24289,0.078,0.594,0.21,0.118
24290,0.114,0.384,0.09,0.412
24291,0.156,0.064,0.17,0.61
24292,0.066,0.064,0.236,0.634
24293,0.102,0.512,0.268,0.118
24294,0.1,0.542,0.062,0.296
24295,0.078,0.416,0.128,0.378
24296,0.144,0.182,0.064,0.61
24297,0.338,0.13,0.068,0.464
24298,0.198,0.186,0.058,0.558
24299,0.146,0.126,0.072,0.656
24300,0.194,0.15,0.042,0.614
24301,0.104,0.084,0.114,0.698
24302,0.628,0.09,0.122,0.16
24303,0.412,0.124,0.09,0.374
24304,0.102,0.146,0.254,0.498
24305,0.256,0.53,0.072,0.142
24306,0.334,0.098,0.12,0.448
24307,0.662,0.1,0.078,0.16
24308,0.362,0.074,0.24,0.324
24309,0.098,0.194,0.468,0.24
24310,0.086,0.462,0.282,0.17
24311,0.114,0.364,0.242,0.28
24312,0.168,0.232,0.154,0.446
24313,0.464,0.23,0.07,0.236
24314,0.082,0.62,0.076,0.222
24315,0.248,0.532,0.054,0.166
24316,0.536,0.106,0.082,0.276
24317,0.082,0.578,0.066,0.274
24318,0.068,0.114,0.534,0.284
24319,0.57,0.082,0.242,0.106
24320,0.106,0.138,0.434,0.322
24321,0.422,0.228,0.118,0.232
24322,0.334,0.334,0.144,0.188
24323,0.088,0.098,0.63,0.184
24324,0.196,0.168,0.338,0.298
24325,0.434,0.178,0.112,0.276
24326,0.14,0.21,0.376,0.274
24327,0.19,0.326,0.202,0.282
24328,0.106,0.142,0.414,0.338
24329,0.162,0.552,0.076,0.21
24330,0.354,0.162,0.27,0.214
24331,0.104,0.24,0.32,0.336
24332,0.404,0.224,0.212,0.16
24333,0.438,0.256,0.12,0.186
24334,0.41,0.266,0.124,0.2
24335,0.15,0.38,0.13,0.34
24336,0.202,0.286,0.212,0.3
24337,0.378,0.298,0.156,0.168
24338,0.362,0.156,0.254,0.228
24339,0.324,0.304,0.074,0.298
24340,0.194,0.354,0.104,0.348
24341,0.446,0.102,0.236,0.216
24342,0.546,0.102,0.172,0.18
24343,0.13,0.388,0.118,0.364
24344,0.06,0.11,0.454,0.376
24345,0.112,0.1,0.328,0.46
24346,0.122,0.248,0.466,0.164
24347,0.122,0.48,0.132,0.266
24348,0.446,0.246,0.142,0.166
24349,0.346,0.14,0.196,0.318
24350,0.102,0.246,0.464,0.188
24351,0.376,0.1,0.284,0.24
24352,0.082,0.444,0.208,0.266
24353,0.244,0.128,0.278,0.35
24354,0.12,0.446,0.124,0.31
24355,0.496,0.13,0.17,0.204
24356,0.2,0.138,0.132,0.53
24357,0.394,0.28,0.108,0.218
24358,0.376,0.25,0.104,0.27
24359,0.108,0.69,0.072,0.13
24360,0.074,0.35,0.28,0.296
24361,0.19,0.318,0.088,0.404
24362,0.472,0.164,0.288,0.076
24363,0.132,0.098,0.474,0.296
24364,0.068,0.628,0.16,0.144
24365,0.214,0.096,0.286,0.404
24366,0.096,0.376,0.174,0.354
24367,0.132,0.13,0.106,0.632
24368,0.084,0.322,0.352,0.242
24369,0.326,0.346,0.186,0.142
24370,0.132,0.47,0.26,0.138
24371,0.258,0.304,0.28,0.158
24372,0.078,0.08,0.5,0.342
24373,0.232,0.408,0.284,0.076
24374,0.268,0.128,0.354,0.25
24375,0.076,0.1,0.502,0.322
24376,0.178,0.1,0.61,0.112
24377,0.094,0.626,0.148,0.132
24378,0.118,0.502,0.078,0.302
24379,0.092,0.526,0.112,0.27
24380,0.146,0.256,0.094,0.504
24381,0.45,0.198,0.102,0.25
24382,0.59,0.1,0.244,0.066
24383,0.116,0.088,0.656,0.14
24384,0.114,0.128,0.554,0.204
24385,0.584,0.144,0.146,0.126
24386,0.072,0.082,0.682,0.164
24387,0.426,0.11,0.12,0.344
24388,0.462,0.088,0.156,0.294
24389,0.428,0.242,0.162,0.168
24390,0.4,0.152,0.354,0.094
24391,0.226,0.178,0.124,0.472
24392,0.078,0.382,0.27,0.27
24393,0.08,0.084,0.738,0.098
24394,0.054,0.774,0.064,0.108
24395,0.136,0.4,0.396,0.068
24396,0.44,0.35,0.074,0.136
24397,0.17,0.152,0.376,0.302
24398,0.236,0.356,0.16,0.248
24399,0.132,0.266,0.19,0.412
24400,0.078,0.152,0.46,0.31
24401,0.328,0.18,0.118,0.374
24402,0.154,0.074,0.554,0.218
24403,0.114,0.158,0.472,0.256
24404,0.09,0.188,0.522,0.2
24405,0.116,0.282,0.388,0.214
24406,0.432,0.224,0.162,0.182
24407,0.092,0.524,0.234,0.15
24408,0.292,0.266,0.132,0.31
24409,0.26,0.26,0.104,0.376
24410,0.168,0.248,0.238,0.346
24411,0.15,0.534,0.198,0.118
24412,0.438,0.15,0.15,0.262
24413,0.488,0.24,0.114,0.158
24414,0.23,0.492,0.142,0.136
24415,0.16,0.18,0.53,0.13
24416,0.518,0.128,0.158,0.196
24417,0.172,0.08,0.35,0.398
24418,0.284,0.128,0.126,0.462
24419,0.218,0.464,0.216,0.102
24420,0.104,0.458,0.094,0.344
24421,0.112,0.104,0.114,0.67
24422,0.282,0.34,0.112,0.266
24423,0.084,0.35,0.25,0.316
24424,0.108,0.16,0.23,0.502
24425,0.162,0.174,0.118,0.546
24426,0.496,0.152,0.1,0.252
24427,0.112,0.32,0.352,0.216
24428,0.368,0.412,0.082,0.138
24429,0.138,0.586,0.094,0.182
24430,0.11,0.29,0.114,0.486
24431,0.156,0.362,0.098,0.384
24432,0.292,0.234,0.18,0.294
24433,0.084,0.132,0.166,0.618
24434,0.124,0.23,0.26,0.386
24435,0.464,0.118,0.18,0.238
24436,0.222,0.142,0.28,0.356
24437,0.328,0.152,0.112,0.408
24438,0.638,0.164,0.092,0.106
24439,0.17,0.104,0.498,0.228
24440,0.092,0.456,0.082,0.37
24441,0.52,0.122,0.088,0.27
24442,0.612,0.1,0.104,0.184
24443,0.574,0.194,0.134,0.098
24444,0.108,0.19,0.526,0.176
24445,0.21,0.128,0.156,0.506
24446,0.312,0.118,0.138,0.432
24447,0.148,0.678,0.066,0.108
24448,0.162,0.446,0.112,0.28
24449,0.314,0.098,0.14,0.448
24450,0.136,0.134,0.248,0.482
24451,0.118,0.104,0.402,0.376
24452,0.132,0.09,0.418,0.36
24453,0.374,0.082,0.408,0.136
24454,0.218,0.412,0.07,0.3
24455,0.12,0.066,0.396,0.418
24456,0.068,0.092,0.428,0.412
24457,0.242,0.072,0.154,0.532
24458,0.088,0.228,0.164,0.52
24459,0.18,0.134,0.442,0.244
24460,0.094,0.114,0.15,0.642
24461,0.078,0.08,0.4,0.442
24462,0.166,0.186,0.108,0.54
24463,0.344,0.484,0.076,0.096
24464,0.148,0.148,0.18,0.524
24465,0.118,0.678,0.066,0.138
24466,0.334,0.236,0.072,0.358
24467,0.134,0.242,0.104,0.52
24468,0.078,0.398,0.116,0.408
24469,0.116,0.196,0.09,0.598
24470,0.132,0.128,0.09,0.65
24471,0.122,0.542,0.092,0.244
24472,0.422,0.206,0.206,0.166
24473,0.288,0.086,0.334,0.292
24474,0.656,0.214,0.028,0.102
24475,0.056,0.676,0.074,0.194
24476,0.118,0.638,0.084,0.16
24477,0.068,0.52,0.28,0.132
24478,0.072,0.034,0.748,0.146
24479,0.082,0.058,0.608,0.252
24480,0.546,0.114,0.06,0.28
24481,0.418,0.31,0.064,0.208
24482,0.532,0.222,0.06,0.186
24483,0.638,0.074,0.164,0.124
24484,0.06,0.232,0.59,0.118
24485,0.366,0.24,0.306,0.088
24486,0.332,0.26,0.13,0.278
24487,0.046,0.05,0.762,0.142
24488,0.196,0.68,0.022,0.102
24489,0.224,0.444,0.214,0.118
24490,0.07,0.094,0.726,0.11
24491,0.154,0.058,0.184,0.604
24492,0.188,0.118,0.41,0.284
24493,0.096,0.164,0.55,0.19
24494,0.178,0.312,0.374,0.136
24495,0.11,0.478,0.102,0.31
24496,0.144,0.196,0.292,0.368
24497,0.128,0.17,0.536,0.166
24498,0.18,0.136,0.548,0.136
24499,0.342,0.124,0.242,0.292
24500,0.086,0.394,0.226,0.294
24501,0.152,0.414,0.072,0.362
24502,0.398,0.146,0.094,0.362
24503,0.186,0.168,0.164,0.482
24504,0.14,0.35,0.142,0.368
