"","Ch1","Ch2","Ch3","Ch4","No"
"16197",0.024,0.09,0.684,0.202,16197
"16198",0.78,0.04,0.03,0.15,16198
"16199",0.738,0.064,0.12,0.078,16199
"16200",0.742,0.094,0.054,0.11,16200
"16201",0.038,0.034,0.836,0.092,16201
"16202",0.21,0.17,0.118,0.502,16202
"16203",0.704,0.056,0.146,0.094,16203
"16204",0.208,0.532,0.174,0.086,16204
"16205",0.122,0.15,0.122,0.606,16205
"16206",0.758,0.07,0.09,0.082,16206
"16207",0.166,0.494,0.112,0.228,16207
"16208",0.656,0.038,0.228,0.078,16208
"16209",0.126,0.302,0.152,0.42,16209
"16210",0.062,0.048,0.822,0.068,16210
"16211",0.026,0.058,0.656,0.26,16211
"16212",0.024,0.612,0.3,0.064,16212
"16213",0.118,0.71,0.038,0.134,16213
"16214",0.04,0.04,0.252,0.668,16214
"16215",0.158,0.056,0.688,0.098,16215
"16216",0.03,0.856,0.04,0.074,16216
"16217",0.036,0.038,0.138,0.788,16217
"16218",0.028,0.054,0.874,0.044,16218
"16219",0.654,0.208,0.022,0.116,16219
"16220",0.042,0.77,0.138,0.05,16220
"16221",0.052,0.038,0.696,0.214,16221
"16222",0.048,0.158,0.684,0.11,16222
"16223",0.068,0.272,0.562,0.098,16223
"16224",0.06,0.686,0.03,0.224,16224
"16225",0.084,0.032,0.154,0.73,16225
"16226",0.028,0.066,0.85,0.056,16226
"16227",0.04,0.046,0.838,0.076,16227
"16228",0.784,0.058,0.088,0.07,16228
"16229",0.044,0.05,0.084,0.822,16229
"16230",0.674,0.068,0.056,0.202,16230
"16231",0.048,0.666,0.154,0.132,16231
"16232",0.768,0.048,0.04,0.144,16232
"16233",0.51,0.12,0.144,0.226,16233
"16234",0.046,0.176,0.7,0.078,16234
"16235",0.11,0.458,0.22,0.212,16235
"16236",0.07,0.758,0.062,0.11,16236
"16237",0.062,0.138,0.662,0.138,16237
"16238",0.148,0.054,0.694,0.104,16238
"16239",0.058,0.748,0.16,0.034,16239
"16240",0.152,0.166,0.346,0.336,16240
"16241",0.372,0.296,0.104,0.228,16241
"16242",0.126,0.264,0.288,0.322,16242
"16243",0.688,0.214,0.048,0.05,16243
"16244",0.664,0.08,0.056,0.2,16244
"16245",0.054,0.676,0.066,0.204,16245
"16246",0.694,0.076,0.072,0.158,16246
"16247",0.074,0.668,0.174,0.084,16247
"16248",0.058,0.174,0.738,0.03,16248
"16249",0.222,0.312,0.338,0.128,16249
"16250",0.718,0.144,0.066,0.072,16250
"16251",0.076,0.786,0.068,0.07,16251
"16252",0.136,0.582,0.164,0.118,16252
"16253",0.146,0.096,0.692,0.066,16253
"16254",0.13,0.066,0.756,0.048,16254
"16255",0.066,0.718,0.166,0.05,16255
"16256",0.818,0.04,0.056,0.086,16256
"16257",0.094,0.052,0.732,0.122,16257
"16258",0.186,0.27,0.376,0.168,16258
"16259",0.03,0.728,0.176,0.066,16259
"16260",0.728,0.09,0.066,0.116,16260
"16261",0.084,0.74,0.072,0.104,16261
"16262",0.106,0.21,0.634,0.05,16262
"16263",0.694,0.186,0.086,0.034,16263
"16264",0.042,0.792,0.07,0.096,16264
"16265",0.106,0.042,0.114,0.738,16265
"16266",0.052,0.694,0.158,0.096,16266
"16267",0.056,0.118,0.054,0.772,16267
"16268",0.12,0.058,0.05,0.772,16268
"16269",0.074,0.09,0.026,0.81,16269
"16270",0.06,0.076,0.042,0.822,16270
"16271",0.108,0.682,0.122,0.088,16271
"16272",0.076,0.064,0.066,0.794,16272
"16273",0.084,0.77,0.056,0.09,16273
"16274",0.07,0.048,0.168,0.714,16274
"16275",0.09,0.066,0.06,0.784,16275
"16276",0.288,0.146,0.126,0.44,16276
"16277",0.12,0.126,0.026,0.728,16277
"16278",0.044,0.09,0.738,0.128,16278
"16279",0.048,0.04,0.14,0.772,16279
"16280",0.046,0.836,0.078,0.04,16280
"16281",0.844,0.052,0.036,0.068,16281
"16282",0.05,0.118,0.048,0.784,16282
"16283",0.144,0.482,0.218,0.156,16283
"16284",0.208,0.412,0.224,0.156,16284
"16285",0.02,0.042,0.892,0.046,16285
"16286",0.046,0.748,0.07,0.136,16286
"16287",0.876,0.03,0.048,0.046,16287
"16288",0.032,0.072,0.804,0.092,16288
"16289",0.094,0.018,0.09,0.798,16289
"16290",0.072,0.036,0.086,0.806,16290
"16291",0.046,0.022,0.858,0.074,16291
"16292",0.214,0.042,0.688,0.056,16292
"16293",0.16,0.102,0.238,0.5,16293
"16294",0.848,0.034,0.024,0.094,16294
"16295",0.052,0.77,0.044,0.134,16295
"16296",0.042,0.046,0.066,0.846,16296
"16297",0.766,0.052,0.044,0.138,16297
"16298",0.04,0.782,0.098,0.08,16298
"16299",0.774,0.036,0.118,0.072,16299
"16300",0.878,0.028,0.02,0.074,16300
"16301",0.05,0.042,0.068,0.84,16301
"16302",0.056,0.082,0.052,0.81,16302
"16303",0.12,0.086,0.65,0.144,16303
"16304",0.026,0.096,0.706,0.172,16304
"16305",0.082,0.742,0.046,0.13,16305
"16306",0.02,0.802,0.148,0.03,16306
"16307",0.058,0.03,0.064,0.848,16307
"16308",0.072,0.79,0.04,0.098,16308
"16309",0.682,0.09,0.062,0.166,16309
"16310",0.056,0.184,0.024,0.736,16310
"16311",0.068,0.022,0.79,0.12,16311
"16312",0.028,0.042,0.71,0.22,16312
"16313",0.762,0.08,0.034,0.124,16313
"16314",0.048,0.046,0.042,0.864,16314
"16315",0.78,0.036,0.02,0.164,16315
"16316",0.74,0.04,0.046,0.174,16316
"16317",0.04,0.818,0.03,0.112,16317
"16318",0.816,0.032,0.026,0.126,16318
"16319",0.776,0.074,0.03,0.12,16319
"16320",0.046,0.032,0.046,0.876,16320
"16321",0.734,0.14,0.022,0.104,16321
"16322",0.108,0.758,0.068,0.066,16322
"16323",0.098,0.054,0.75,0.098,16323
"16324",0.72,0.13,0.056,0.094,16324
"16325",0.048,0.708,0.166,0.078,16325
"16326",0.1,0.742,0.07,0.088,16326
"16327",0.052,0.742,0.148,0.058,16327
"16328",0.742,0.096,0.1,0.062,16328
"16329",0.262,0.164,0.17,0.404,16329
"16330",0.048,0.094,0.8,0.058,16330
"16331",0.686,0.072,0.126,0.116,16331
"16332",0.288,0.206,0.236,0.27,16332
"16333",0.126,0.726,0.096,0.052,16333
"16334",0.67,0.086,0.15,0.094,16334
"16335",0.058,0.742,0.146,0.054,16335
"16336",0.112,0.16,0.598,0.13,16336
"16337",0.042,0.732,0.148,0.078,16337
"16338",0.038,0.746,0.17,0.046,16338
"16339",0.71,0.116,0.034,0.14,16339
"16340",0.038,0.046,0.73,0.186,16340
"16341",0.11,0.244,0.314,0.332,16341
"16342",0.652,0.18,0.054,0.114,16342
"16343",0.76,0.048,0.046,0.146,16343
"16344",0.096,0.77,0.046,0.088,16344
"16345",0.088,0.71,0.11,0.092,16345
"16346",0.154,0.744,0.038,0.064,16346
"16347",0.168,0.12,0.252,0.46,16347
"16348",0.118,0.678,0.054,0.15,16348
"16349",0.732,0.094,0.06,0.114,16349
"16350",0.056,0.74,0.146,0.058,16350
"16351",0.7,0.07,0.058,0.172,16351
"16352",0.164,0.058,0.708,0.07,16352
"16353",0.148,0.738,0.044,0.07,16353
"16354",0.08,0.082,0.762,0.076,16354
"16355",0.062,0.696,0.152,0.09,16355
"16356",0.04,0.8,0.09,0.07,16356
"16357",0.052,0.72,0.18,0.048,16357
"16358",0.774,0.07,0.05,0.106,16358
"16359",0.782,0.132,0.042,0.044,16359
"16360",0.804,0.116,0.026,0.054,16360
"16361",0.748,0.03,0.19,0.032,16361
"16362",0.106,0.174,0.686,0.034,16362
"16363",0.046,0.048,0.242,0.664,16363
"16364",0.172,0.332,0.286,0.21,16364
"16365",0.038,0.064,0.194,0.704,16365
"16366",0.224,0.738,0.012,0.026,16366
"16367",0.196,0.462,0.134,0.208,16367
"16368",0.026,0.23,0.032,0.712,16368
"16369",0.196,0.718,0.044,0.042,16369
"16370",0.056,0.89,0.026,0.028,16370
"16371",0.064,0.9,0.018,0.018,16371
"16372",0.69,0.056,0.204,0.05,16372
"16373",0.06,0.118,0.05,0.772,16373
"16374",0.03,0.896,0.036,0.038,16374
"16375",0.014,0.06,0.89,0.036,16375
"16376",0.034,0.026,0.906,0.034,16376
"16377",0.026,0.166,0.744,0.064,16377
"16378",0.052,0.898,0.024,0.026,16378
"16379",0.082,0.744,0.1,0.074,16379
"16380",0.056,0.764,0.064,0.116,16380
"16381",0.064,0.736,0.162,0.038,16381
"16382",0.056,0.762,0.086,0.096,16382
"16383",0.118,0.72,0.1,0.062,16383
"16384",0.054,0.124,0.11,0.712,16384
"16385",0.132,0.44,0.232,0.196,16385
"16386",0.106,0.754,0.064,0.076,16386
"16387",0.068,0.772,0.086,0.074,16387
"16388",0.058,0.762,0.082,0.098,16388
"16389",0.052,0.756,0.162,0.03,16389
"16390",0.108,0.328,0.318,0.246,16390
"16391",0.732,0.154,0.04,0.074,16391
"16392",0.75,0.088,0.09,0.072,16392
"16393",0.086,0.76,0.08,0.074,16393
"16394",0.068,0.8,0.07,0.062,16394
"16395",0.448,0.22,0.184,0.148,16395
"16396",0.084,0.16,0.714,0.042,16396
"16397",0.186,0.434,0.15,0.23,16397
"16398",0.722,0.078,0.116,0.084,16398
"16399",0.632,0.226,0.072,0.07,16399
"16400",0.322,0.196,0.086,0.396,16400
"16401",0.072,0.736,0.03,0.162,16401
"16402",0.45,0.146,0.086,0.318,16402
"16403",0.728,0.07,0.068,0.134,16403
"16404",0.048,0.838,0.046,0.068,16404
"16405",0.73,0.126,0.044,0.1,16405
"16406",0.768,0.062,0.024,0.146,16406
"16407",0.702,0.096,0.102,0.1,16407
"16408",0.228,0.108,0.486,0.178,16408
"16409",0.682,0.046,0.09,0.182,16409
"16410",0.19,0.138,0.482,0.19,16410
"16411",0.112,0.77,0.04,0.078,16411
"16412",0.066,0.764,0.03,0.14,16412
"16413",0.048,0.732,0.08,0.14,16413
"16414",0.734,0.096,0.044,0.126,16414
"16415",0.042,0.748,0.056,0.154,16415
"16416",0.116,0.038,0.738,0.108,16416
"16417",0.71,0.174,0.056,0.06,16417
"16418",0.028,0.764,0.168,0.04,16418
"16419",0.112,0.026,0.8,0.062,16419
"16420",0.264,0.368,0.116,0.252,16420
"16421",0.034,0.046,0.828,0.092,16421
"16422",0.204,0.08,0.034,0.682,16422
"16423",0.058,0.19,0.034,0.718,16423
"16424",0.12,0.788,0.028,0.064,16424
"16425",0.052,0.814,0.038,0.096,16425
"16426",0.356,0.172,0.262,0.21,16426
"16427",0.066,0.56,0.272,0.102,16427
"16428",0.106,0.038,0.056,0.8,16428
"16429",0.198,0.058,0.076,0.668,16429
"16430",0.016,0.924,0.016,0.044,16430
"16431",0.668,0.044,0.216,0.072,16431
"16432",0.068,0.03,0.83,0.072,16432
"16433",0.72,0.144,0.048,0.088,16433
"16434",0.796,0.088,0.044,0.072,16434
"16435",0.122,0.296,0.118,0.464,16435
"16436",0.228,0.146,0.114,0.512,16436
"16437",0.18,0.064,0.032,0.724,16437
"16438",0.068,0.034,0.106,0.792,16438
"16439",0.476,0.2,0.09,0.234,16439
"16440",0.156,0.176,0.108,0.56,16440
"16441",0.078,0.036,0.056,0.83,16441
"16442",0.014,0.102,0.026,0.858,16442
"16443",0.068,0.07,0.054,0.808,16443
"16444",0.056,0.092,0.046,0.806,16444
"16445",0.058,0.084,0.036,0.822,16445
"16446",0.102,0.038,0.072,0.788,16446
"16447",0.08,0.054,0.152,0.714,16447
"16448",0.396,0.12,0.138,0.346,16448
"16449",0.128,0.414,0.074,0.384,16449
"16450",0.032,0.022,0.208,0.738,16450
"16451",0.05,0.158,0.064,0.728,16451
"16452",0.084,0.05,0.074,0.792,16452
"16453",0.13,0.146,0.032,0.692,16453
"16454",0.026,0.086,0.168,0.72,16454
"16455",0.036,0.658,0.134,0.172,16455
"16456",0.246,0.66,0.032,0.062,16456
"16457",0.104,0.07,0.77,0.056,16457
"16458",0.04,0.052,0.758,0.15,16458
"16459",0.264,0.254,0.388,0.094,16459
"16460",0.026,0.154,0.682,0.138,16460
"16461",0.322,0.15,0.332,0.196,16461
"16462",0.108,0.702,0.042,0.148,16462
"16463",0.704,0.064,0.17,0.062,16463
"16464",0.032,0.766,0.052,0.15,16464
"16465",0.094,0.41,0.354,0.142,16465
"16466",0.61,0.138,0.11,0.142,16466
"16467",0.012,0.036,0.764,0.188,16467
"16468",0.7,0.022,0.05,0.228,16468
"16469",0.656,0.1,0.07,0.174,16469
"16470",0.108,0.532,0.148,0.212,16470
"16471",0.126,0.124,0.672,0.078,16471
"16472",0.15,0.744,0.03,0.076,16472
"16473",0.716,0.136,0.032,0.116,16473
"16474",0.036,0.042,0.798,0.124,16474
"16475",0.048,0.034,0.798,0.12,16475
"16476",0.138,0.4,0.104,0.358,16476
"16477",0.096,0.19,0.058,0.656,16477
"16478",0.054,0.034,0.146,0.766,16478
"16479",0.71,0.048,0.06,0.182,16479
"16480",0.312,0.06,0.174,0.454,16480
"16481",0.176,0.038,0.036,0.75,16481
"16482",0.076,0.38,0.414,0.13,16482
"16483",0.148,0.206,0.13,0.516,16483
"16484",0.038,0.028,0.878,0.056,16484
"16485",0.19,0.036,0.03,0.744,16485
"16486",0.118,0.286,0.366,0.23,16486
"16487",0.16,0.328,0.112,0.4,16487
"16488",0.16,0.042,0.04,0.758,16488
"16489",0.032,0.034,0.866,0.068,16489
"16490",0.048,0.04,0.146,0.766,16490
"16491",0.12,0.044,0.056,0.78,16491
"16492",0.09,0.042,0.064,0.804,16492
"16493",0.114,0.754,0.05,0.082,16493
"16494",0.078,0.078,0.718,0.126,16494
"16495",0.158,0.038,0.726,0.078,16495
"16496",0.16,0.334,0.114,0.392,16496
"16497",0.172,0.494,0.164,0.17,16497
"16498",0.024,0.094,0.798,0.084,16498
"16499",0.05,0.8,0.056,0.094,16499
"16500",0.032,0.128,0.054,0.786,16500
"16501",0.176,0.37,0.122,0.332,16501
"16502",0.17,0.296,0.186,0.348,16502
"16503",0.034,0.114,0.094,0.758,16503
"16504",0.04,0.752,0.162,0.046,16504
"16505",0.078,0.16,0.054,0.708,16505
"16506",0.076,0.696,0.078,0.15,16506
"16507",0.08,0.448,0.282,0.19,16507
"16508",0.698,0.034,0.166,0.102,16508
"16509",0.186,0.052,0.064,0.698,16509
"16510",0.132,0.05,0.778,0.04,16510
"16511",0.044,0.044,0.856,0.056,16511
"16512",0.75,0.054,0.078,0.118,16512
"16513",0.034,0.818,0.056,0.092,16513
"16514",0.058,0.77,0.05,0.122,16514
"16515",0.782,0.084,0.042,0.092,16515
"16516",0.76,0.044,0.088,0.108,16516
"16517",0.678,0.202,0.036,0.084,16517
"16518",0.058,0.102,0.098,0.742,16518
"16519",0.022,0.036,0.878,0.064,16519
"16520",0.038,0.814,0.03,0.118,16520
"16521",0.046,0.102,0.078,0.774,16521
"16522",0.032,0.786,0.062,0.12,16522
"16523",0.704,0.034,0.174,0.088,16523
"16524",0.096,0.044,0.054,0.806,16524
"16525",0.83,0.056,0.05,0.064,16525
"16526",0.16,0.092,0.048,0.7,16526
"16527",0.094,0.044,0.05,0.812,16527
"16528",0.192,0.174,0.3,0.334,16528
"16529",0.164,0.068,0.738,0.03,16529
"16530",0.07,0.044,0.108,0.778,16530
"16531",0.124,0.12,0.674,0.082,16531
"16532",0.052,0.226,0.706,0.016,16532
"16533",0.134,0.156,0.666,0.044,16533
"16534",0.03,0.154,0.746,0.07,16534
"16535",0.514,0.206,0.128,0.152,16535
"16536",0.72,0.062,0.144,0.074,16536
"16537",0.108,0.72,0.1,0.072,16537
"16538",0.204,0.048,0.714,0.034,16538
"16539",0.054,0.698,0.164,0.084,16539
"16540",0.338,0.178,0.26,0.224,16540
"16541",0.07,0.858,0.044,0.028,16541
"16542",0.072,0.08,0.714,0.134,16542
"16543",0.866,0.058,0.036,0.04,16543
"16544",0.222,0.654,0.062,0.062,16544
"16545",0.046,0.222,0.684,0.048,16545
"16546",0.836,0.08,0.064,0.02,16546
"16547",0.346,0.26,0.196,0.198,16547
"16548",0.046,0.858,0.058,0.038,16548
"16549",0.104,0.238,0.552,0.106,16549
"16550",0.036,0.062,0.14,0.762,16550
"16551",0.766,0.022,0.098,0.114,16551
"16552",0.094,0.382,0.376,0.148,16552
"16553",0.048,0.184,0.02,0.748,16553
"16554",0.074,0.444,0.086,0.396,16554
"16555",0.034,0.216,0.05,0.7,16555
"16556",0.026,0.144,0.758,0.072,16556
"16557",0.05,0.026,0.244,0.68,16557
"16558",0.066,0.708,0.038,0.188,16558
"16559",0.028,0.034,0.8,0.138,16559
"16560",0.268,0.472,0.074,0.186,16560
"16561",0.138,0.756,0.034,0.072,16561
"16562",0.126,0.098,0.066,0.71,16562
"16563",0.038,0.054,0.178,0.73,16563
"16564",0.82,0.056,0.072,0.052,16564
"16565",0.246,0.032,0.064,0.658,16565
"16566",0.048,0.156,0.048,0.748,16566
"16567",0.106,0.068,0.034,0.792,16567
"16568",0.036,0.898,0.024,0.042,16568
"16569",0.048,0.086,0.792,0.074,16569
"16570",0.036,0.044,0.168,0.752,16570
"16571",0.112,0.034,0.746,0.108,16571
"16572",0.046,0.186,0.032,0.736,16572
"16573",0.084,0.514,0.138,0.264,16573
"16574",0.086,0.042,0.834,0.038,16574
"16575",0.048,0.04,0.086,0.826,16575
"16576",0.812,0.042,0.042,0.104,16576
"16577",0.03,0.07,0.87,0.03,16577
"16578",0.038,0.238,0.084,0.64,16578
"16579",0.038,0.036,0.872,0.054,16579
"16580",0.036,0.816,0.038,0.11,16580
"16581",0.034,0.042,0.83,0.094,16581
"16582",0.058,0.852,0.036,0.054,16582
"16583",0.024,0.038,0.12,0.818,16583
"16584",0.068,0.042,0.044,0.846,16584
"16585",0.15,0.48,0.082,0.288,16585
"16586",0.134,0.336,0.112,0.418,16586
"16587",0.074,0.052,0.03,0.844,16587
"16588",0.28,0.16,0.238,0.322,16588
"16589",0.828,0.056,0.03,0.086,16589
"16590",0.146,0.744,0.06,0.05,16590
"16591",0.064,0.048,0.748,0.14,16591
"16592",0.058,0.084,0.806,0.052,16592
"16593",0.35,0.128,0.17,0.352,16593
"16594",0.158,0.316,0.122,0.404,16594
"16595",0.786,0.094,0.04,0.08,16595
"16596",0.794,0.054,0.066,0.086,16596
"16597",0.116,0.052,0.036,0.796,16597
"16598",0.07,0.12,0.774,0.036,16598
"16599",0.042,0.762,0.11,0.086,16599
"16600",0.028,0.124,0.766,0.082,16600
"16601",0.114,0.788,0.072,0.026,16601
"16602",0.096,0.042,0.054,0.808,16602
"16603",0.728,0.166,0.038,0.068,16603
"16604",0.024,0.784,0.078,0.114,16604
"16605",0.068,0.06,0.046,0.826,16605
"16606",0.156,0.056,0.714,0.074,16606
"16607",0.802,0.078,0.038,0.082,16607
"16608",0.768,0.062,0.03,0.14,16608
"16609",0.086,0.044,0.068,0.802,16609
"16610",0.118,0.042,0.036,0.804,16610
"16611",0.038,0.044,0.074,0.844,16611
"16612",0.24,0.358,0.18,0.222,16612
"16613",0.67,0.156,0.076,0.098,16613
"16614",0.03,0.152,0.786,0.032,16614
"16615",0.038,0.854,0.034,0.074,16615
"16616",0.074,0.024,0.058,0.844,16616
"16617",0.032,0.248,0.04,0.68,16617
"16618",0.088,0.814,0.046,0.052,16618
"16619",0.062,0.056,0.072,0.81,16619
"16620",0.056,0.03,0.2,0.714,16620
"16621",0.128,0.03,0.156,0.686,16621
"16622",0.052,0.078,0.026,0.844,16622
"16623",0.242,0.078,0.338,0.342,16623
"16624",0.108,0.072,0.136,0.684,16624
"16625",0.88,0.048,0.03,0.042,16625
"16626",0.032,0.218,0.024,0.726,16626
"16627",0.854,0.044,0.028,0.074,16627
"16628",0.076,0.18,0.096,0.648,16628
"16629",0.042,0.056,0.716,0.186,16629
"16630",0.22,0.072,0.082,0.626,16630
"16631",0.132,0.114,0.066,0.688,16631
"16632",0.018,0.026,0.918,0.038,16632
"16633",0.154,0.786,0.024,0.036,16633
"16634",0.032,0.03,0.04,0.898,16634
"16635",0.034,0.02,0.046,0.9,16635
"16636",0.15,0.728,0.058,0.064,16636
"16637",0.192,0.246,0.062,0.5,16637
"16638",0.088,0.08,0.082,0.75,16638
"16639",0.778,0.06,0.034,0.128,16639
"16640",0.75,0.032,0.024,0.194,16640
"16641",0.05,0.116,0.076,0.758,16641
"16642",0.03,0.04,0.088,0.842,16642
"16643",0.084,0.016,0.064,0.836,16643
"16644",0.496,0.1,0.056,0.348,16644
"16645",0.818,0.05,0.058,0.074,16645
"16646",0.132,0.182,0.432,0.254,16646
"16647",0.71,0.042,0.176,0.072,16647
"16648",0.11,0.814,0.034,0.042,16648
"16649",0.684,0.072,0.082,0.162,16649
"16650",0.33,0.144,0.222,0.304,16650
"16651",0.28,0.208,0.112,0.4,16651
"16652",0.714,0.094,0.076,0.116,16652
"16653",0.126,0.132,0.684,0.058,16653
"16654",0.106,0.054,0.082,0.758,16654
"16655",0.792,0.038,0.042,0.128,16655
"16656",0.744,0.172,0.02,0.064,16656
"16657",0.042,0.682,0.228,0.048,16657
"16658",0.058,0.79,0.05,0.102,16658
"16659",0.128,0.668,0.064,0.14,16659
"16660",0.318,0.11,0.174,0.398,16660
"16661",0.756,0.024,0.126,0.094,16661
"16662",0.148,0.358,0.138,0.356,16662
"16663",0.778,0.046,0.044,0.132,16663
"16664",0.11,0.65,0.06,0.18,16664
"16665",0.036,0.86,0.038,0.066,16665
"16666",0.068,0.71,0.046,0.176,16666
"16667",0.032,0.026,0.844,0.098,16667
"16668",0.044,0.826,0.09,0.04,16668
"16669",0.038,0.084,0.052,0.826,16669
"16670",0.046,0.102,0.058,0.794,16670
"16671",0.036,0.08,0.096,0.788,16671
"16672",0.364,0.108,0.142,0.386,16672
"16673",0.03,0.784,0.148,0.038,16673
"16674",0.74,0.064,0.086,0.11,16674
"16675",0.79,0.062,0.05,0.098,16675
"16676",0.078,0.324,0.11,0.488,16676
"16677",0.126,0.046,0.754,0.074,16677
"16678",0.094,0.084,0.53,0.292,16678
"16679",0.714,0.07,0.028,0.188,16679
"16680",0.04,0.764,0.132,0.064,16680
"16681",0.238,0.172,0.45,0.14,16681
"16682",0.204,0.192,0.43,0.174,16682
"16683",0.16,0.206,0.452,0.182,16683
"16684",0.068,0.08,0.052,0.8,16684
"16685",0.05,0.12,0.796,0.034,16685
"16686",0.08,0.046,0.042,0.832,16686
"16687",0.098,0.156,0.052,0.694,16687
"16688",0.034,0.14,0.038,0.788,16688
"16689",0.046,0.116,0.044,0.794,16689
"16690",0.124,0.206,0.116,0.554,16690
"16691",0.092,0.142,0.558,0.208,16691
"16692",0.116,0.034,0.088,0.762,16692
"16693",0.02,0.056,0.142,0.782,16693
"16694",0.038,0.038,0.156,0.768,16694
"16695",0.05,0.14,0.09,0.72,16695
"16696",0.068,0.13,0.024,0.778,16696
"16697",0.052,0.056,0.04,0.852,16697
"16698",0.076,0.152,0.036,0.736,16698
"16699",0.044,0.034,0.14,0.782,16699
"16700",0.106,0.05,0.136,0.708,16700
"16701",0.076,0.034,0.116,0.774,16701
"16702",0.506,0.28,0.04,0.174,16702
"16703",0.582,0.206,0.082,0.13,16703
"16704",0.81,0.03,0.032,0.128,16704
"16705",0.144,0.11,0.05,0.696,16705
"16706",0.18,0.054,0.05,0.716,16706
"16707",0.122,0.094,0.72,0.064,16707
"16708",0.046,0.026,0.834,0.094,16708
"16709",0.024,0.24,0.034,0.702,16709
"16710",0.086,0.692,0.072,0.15,16710
"16711",0.01,0.864,0.05,0.076,16711
"16712",0.15,0.046,0.038,0.766,16712
"16713",0.198,0.036,0.032,0.734,16713
"16714",0.014,0.206,0.712,0.068,16714
"16715",0.034,0.148,0.026,0.792,16715
"16716",0.472,0.186,0.152,0.19,16716
"16717",0.018,0.272,0.024,0.686,16717
"16718",0.246,0.032,0.648,0.074,16718
"16719",0.038,0.028,0.782,0.152,16719
"16720",0.16,0.02,0.132,0.688,16720
"16721",0.088,0.03,0.746,0.136,16721
"16722",0.04,0.684,0.14,0.136,16722
"16723",0.77,0.104,0.036,0.09,16723
"16724",0.208,0.148,0.382,0.262,16724
"16725",0.214,0.218,0.108,0.46,16725
"16726",0.064,0.784,0.036,0.116,16726
"16727",0.43,0.152,0.134,0.284,16727
"16728",0.704,0.096,0.116,0.084,16728
"16729",0.124,0.34,0.214,0.322,16729
"16730",0.076,0.05,0.054,0.82,16730
"16731",0.154,0.436,0.154,0.256,16731
"16732",0.158,0.14,0.502,0.2,16732
"16733",0.2,0.228,0.144,0.428,16733
"16734",0.048,0.036,0.746,0.17,16734
"16735",0.662,0.148,0.034,0.156,16735
"16736",0.064,0.718,0.17,0.048,16736
"16737",0.752,0.056,0.044,0.148,16737
"16738",0.034,0.816,0.03,0.12,16738
"16739",0.13,0.056,0.732,0.082,16739
"16740",0.702,0.222,0.046,0.03,16740
"16741",0.264,0.238,0.092,0.406,16741
"16742",0.1,0.14,0.11,0.65,16742
"16743",0.81,0.038,0.042,0.11,16743
"16744",0.094,0.654,0.076,0.176,16744
"16745",0.026,0.04,0.826,0.108,16745
"16746",0.08,0.154,0.036,0.73,16746
"16747",0.026,0.17,0.018,0.786,16747
"16748",0.144,0.044,0.032,0.78,16748
"16749",0.034,0.062,0.158,0.746,16749
"16750",0.03,0.066,0.852,0.052,16750
"16751",0.032,0.836,0.03,0.102,16751
"16752",0.06,0.024,0.112,0.804,16752
"16753",0.878,0.024,0.058,0.04,16753
"16754",0.04,0.834,0.026,0.1,16754
"16755",0.066,0.082,0.606,0.246,16755
"16756",0.072,0.044,0.826,0.058,16756
"16757",0.148,0.022,0.038,0.792,16757
"16758",0.038,0.712,0.046,0.204,16758
"16759",0.286,0.348,0.096,0.27,16759
"16760",0.068,0.068,0.714,0.15,16760
"16761",0.744,0.086,0.068,0.102,16761
"16762",0.044,0.082,0.794,0.08,16762
"16763",0.174,0.054,0.692,0.08,16763
"16764",0.662,0.096,0.084,0.158,16764
"16765",0.108,0.07,0.72,0.102,16765
"16766",0.058,0.114,0.712,0.116,16766
"16767",0.122,0.276,0.288,0.314,16767
"16768",0.242,0.154,0.408,0.196,16768
"16769",0.046,0.08,0.732,0.142,16769
"16770",0.302,0.254,0.148,0.296,16770
"16771",0.106,0.042,0.722,0.13,16771
"16772",0.088,0.11,0.742,0.06,16772
"16773",0.782,0.07,0.044,0.104,16773
"16774",0.314,0.342,0.164,0.18,16774
"16775",0.062,0.162,0.714,0.062,16775
"16776",0.09,0.742,0.07,0.098,16776
"16777",0.784,0.07,0.058,0.088,16777
"16778",0.792,0.05,0.052,0.106,16778
"16779",0.056,0.068,0.738,0.138,16779
"16780",0.094,0.748,0.046,0.112,16780
"16781",0.126,0.668,0.068,0.138,16781
"16782",0.068,0.074,0.716,0.142,16782
"16783",0.826,0.072,0.034,0.068,16783
"16784",0.058,0.054,0.766,0.122,16784
"16785",0.188,0.71,0.066,0.036,16785
"16786",0.05,0.098,0.736,0.116,16786
"16787",0.128,0.166,0.55,0.156,16787
"16788",0.048,0.724,0.052,0.176,16788
"16789",0.052,0.074,0.728,0.146,16789
"16790",0.116,0.69,0.04,0.154,16790
"16791",0.03,0.054,0.822,0.094,16791
"16792",0.038,0.756,0.162,0.044,16792
"16793",0.044,0.712,0.178,0.066,16793
"16794",0.076,0.172,0.692,0.06,16794
"16795",0.164,0.09,0.696,0.05,16795
"16796",0.134,0.246,0.372,0.248,16796
"16797",0.024,0.188,0.668,0.12,16797
"16798",0.052,0.894,0.012,0.042,16798
"16799",0.104,0.818,0.042,0.036,16799
"16800",0.866,0.046,0.044,0.044,16800
"16801",0.232,0.042,0.66,0.066,16801
"16802",0.708,0.11,0.124,0.058,16802
"16803",0.086,0.052,0.7,0.162,16803
