"","Ch1","Ch2","Ch3","Ch4"
"16236",0,1,0,0
"16237",0,0,1,0
"16238",0,0,1,0
"16246",1,0,0,0
"16247",0,1,0,0
"16248",0,0,1,0
"16249",0,1,0,0
"16250",1,0,0,0
"16251",0,1,0,0
"16252",0,0,1,0
"16253",0,0,1,0
"16254",0,0,1,0
"16255",0,1,0,0
"16256",1,0,0,0
"16257",0,0,1,0
"16265",0,0,0,1
"16266",0,1,0,0
"16267",0,0,0,1
"16268",0,0,0,1
"16269",0,0,0,1
"16270",0,0,0,1
"16271",0,1,0,0
"16272",0,0,0,1
"16273",0,1,0,0
"16274",0,0,0,1
"16275",0,0,0,1
"16276",0,0,0,1
"16284",0,1,0,0
"16285",0,0,1,0
"16286",0,1,0,0
"16287",1,0,0,0
"16288",0,0,1,0
"16289",0,0,0,1
"16290",0,0,0,1
"16291",0,0,1,0
"16292",0,0,1,0
"16293",0,0,0,1
"16294",1,0,0,0
"16295",0,1,0,0
"16303",0,0,1,0
"16304",0,0,1,0
"16305",0,1,0,0
"16306",0,1,0,0
"16307",0,0,0,1
"16308",0,1,0,0
"16309",1,0,0,0
"16310",0,0,0,1
"16311",0,0,1,0
"16312",0,0,1,0
"16313",1,0,0,0
"16314",0,0,0,1
"16322",0,1,0,0
"16323",0,0,1,0
"16324",1,0,0,0
"16325",0,1,0,0
"16326",0,1,0,0
"16327",0,1,0,0
"16328",1,0,0,0
"16329",0,0,1,0
"16330",0,0,1,0
"16331",1,0,0,0
"16332",0,1,0,0
"16333",0,1,0,0
"16341",1,0,0,0
"16342",1,0,0,0
"16343",1,0,0,0
"16344",0,1,0,0
"16345",0,1,0,0
"16346",0,1,0,0
"16347",1,0,0,0
"16348",0,1,0,0
"16349",1,0,0,0
"16350",0,1,0,0
"16351",1,0,0,0
"16352",0,0,1,0
"16360",1,0,0,0
"16361",1,0,0,0
"16362",0,0,1,0
"16363",0,0,0,1
"16364",0,1,0,0
"16365",0,0,0,1
"16366",0,1,0,0
"16367",0,1,0,0
"16368",0,0,0,1
"16369",0,1,0,0
"16370",0,1,0,0
"16371",0,1,0,0
"16379",0,1,0,0
"16380",0,1,0,0
"16381",0,1,0,0
"16382",0,1,0,0
"16383",0,1,0,0
"16384",0,0,0,1
"16385",0,0,0,1
"16386",0,1,0,0
"16387",0,1,0,0
"16388",0,1,0,0
"16389",0,1,0,0
"16390",0,0,1,0
"16398",1,0,0,0
"16399",1,0,0,0
"16400",0,1,0,0
"16401",0,1,0,0
"16402",0,1,0,0
"16403",1,0,0,0
"16404",0,1,0,0
"16405",1,0,0,0
"16406",1,0,0,0
"16407",1,0,0,0
"16408",1,0,0,0
"16409",1,0,0,0
"16417",1,0,0,0
"16418",0,1,0,0
"16419",0,0,1,0
"16420",0,0,0,1
"16421",0,0,1,0
"16422",0,0,0,1
"16423",0,0,0,1
"16424",0,1,0,0
"16425",0,1,0,0
"16426",0,0,1,0
"16427",0,0,1,0
"16428",0,0,0,1
"16436",0,0,0,1
"16437",0,0,0,1
"16438",0,0,0,1
"16439",0,0,0,1
"16440",0,0,0,1
"16441",0,0,0,1
"16442",0,0,0,1
"16443",0,0,0,1
"16444",0,0,0,1
"16445",0,0,0,1
"16446",0,0,0,1
"16447",0,0,0,1
"16455",0,1,0,0
"16456",0,1,0,0
"16457",0,0,1,0
"16458",0,0,1,0
"16459",0,0,1,0
"16460",0,0,1,0
"16461",1,0,0,0
"16462",0,1,0,0
"16463",1,0,0,0
"16464",0,1,0,0
"16465",0,0,1,0
"16466",1,0,0,0
"16474",0,0,1,0
"16475",0,0,1,0
"16476",0,0,0,1
"16477",0,0,0,1
"16478",0,0,0,1
"16479",1,0,0,0
"16480",1,0,0,0
"16481",0,0,0,1
"16482",0,0,0,1
"16483",0,0,0,1
"16484",0,0,1,0
"16485",0,0,0,1
"16493",0,1,0,0
"16494",0,0,1,0
"16495",0,0,1,0
"16496",0,1,0,0
"16497",0,0,1,0
"16498",0,0,1,0
"16499",0,1,0,0
"16500",0,0,0,1
"16501",0,1,0,0
"16502",0,0,1,0
"16503",0,0,0,1
"16504",0,1,0,0
"16512",1,0,0,0
"16513",0,1,0,0
"16514",0,1,0,0
"16515",1,0,0,0
"16516",1,0,0,0
"16517",1,0,0,0
"16518",0,0,0,1
"16519",0,0,1,0
"16520",0,1,0,0
"16521",0,0,0,1
"16522",0,1,0,0
"16523",1,0,0,0
"16531",0,0,1,0
"16532",0,0,1,0
"16533",0,0,1,0
"16534",0,0,1,0
"16535",0,1,0,0
"16536",1,0,0,0
"16537",0,1,0,0
"16538",0,0,1,0
"16539",0,1,0,0
"16540",1,0,0,0
"16541",0,1,0,0
"16542",0,0,1,0
"16550",0,0,0,1
"16551",1,0,0,0
"16552",0,0,0,1
"16553",0,0,0,1
"16554",0,0,1,0
"16555",0,0,0,1
"16556",0,0,1,0
"16557",0,0,0,1
"16558",0,1,0,0
"16559",0,0,1,0
"16560",0,1,0,0
"16561",0,1,0,0
"16569",0,0,1,0
"16570",0,0,0,1
"16571",0,0,1,0
"16572",0,0,0,1
"16573",0,0,0,1
"16574",0,0,1,0
"16575",0,0,0,1
"16576",1,0,0,0
"16577",0,0,1,0
"16578",0,0,0,1
"16579",0,0,1,0
"16580",0,1,0,0
"16588",0,0,0,1
"16589",1,0,0,0
"16590",0,1,0,0
"16591",0,0,1,0
"16592",0,0,1,0
"16593",0,0,0,1
"16594",0,0,0,1
"16595",1,0,0,0
"16596",1,0,0,0
"16597",0,0,0,1
"16598",0,0,1,0
"16599",0,1,0,0
"16607",1,0,0,0
"16608",1,0,0,0
"16609",0,0,0,1
"16610",0,0,0,1
"16611",0,0,0,1
"16612",0,0,0,1
"16613",0,0,0,1
"16614",0,0,1,0
"16615",0,1,0,0
"16616",0,0,0,1
"16617",0,0,0,1
"16618",0,1,0,0
"16626",0,0,0,1
"16627",1,0,0,0
"16628",0,0,0,1
"16629",0,0,1,0
"16630",1,0,0,0
"16631",0,0,0,1
"16632",0,0,1,0
"16633",0,1,0,0
"16634",0,0,0,1
"16635",0,0,0,1
"16636",0,1,0,0
"16637",0,0,0,1
"16645",1,0,0,0
"16646",0,1,0,0
"16647",1,0,0,0
"16648",0,1,0,0
"16649",1,0,0,0
"16650",0,0,0,1
"16651",1,0,0,0
"16652",1,0,0,0
"16653",0,0,1,0
"16654",0,0,0,1
"16655",1,0,0,0
"16656",1,0,0,0
"16664",0,1,0,0
"16665",0,1,0,0
"16666",0,1,0,0
"16667",0,0,1,0
"16668",0,1,0,0
"16669",0,0,0,1
"16670",0,0,0,1
"16671",0,0,0,1
"16672",0,0,1,0
"16673",0,1,0,0
"16674",1,0,0,0
"16675",1,0,0,0
"16683",0,0,1,0
"16684",0,0,0,1
"16685",0,0,1,0
"16686",0,0,0,1
"16687",0,0,0,1
"16688",0,0,0,1
"16689",0,0,0,1
"16690",0,0,0,1
"16691",0,0,0,1
"16692",0,0,0,1
"16693",0,0,0,1
"16694",0,0,0,1
"16702",0,1,0,0
"16703",0,0,0,1
"16704",1,0,0,0
"16705",0,0,0,1
"16706",0,0,0,1
"16707",0,0,1,0
"16708",0,0,1,0
"16709",0,0,0,1
"16710",0,0,1,0
"16711",0,1,0,0
"16712",0,0,0,1
"16713",0,0,0,1
"16721",0,0,1,0
"16722",0,1,0,0
"16723",1,0,0,0
"16724",0,0,1,0
"16725",0,1,0,0
"16726",0,1,0,0
"16727",1,0,0,0
"16728",1,0,0,0
"16729",0,1,0,0
"16730",0,0,0,1
"16731",0,0,1,0
"16732",0,0,1,0
"16740",1,0,0,0
"16741",1,0,0,0
"16742",0,0,0,1
"16743",1,0,0,0
"16744",0,1,0,0
"16745",0,0,1,0
"16746",0,0,0,1
"16747",0,0,0,1
"16748",0,0,0,1
"16749",0,0,0,1
"16750",0,0,1,0
"16751",0,1,0,0
"16759",0,1,0,0
"16760",0,0,1,0
"16761",1,0,0,0
"16762",0,0,1,0
"16763",0,0,1,0
"16764",1,0,0,0
"16765",0,0,1,0
"16766",0,0,1,0
"16767",0,0,1,0
"16768",0,0,1,0
"16769",0,0,1,0
"16770",0,1,0,0
"16778",1,0,0,0
"16779",0,0,1,0
"16780",0,1,0,0
"16781",0,1,0,0
"16782",0,0,1,0
"16783",1,0,0,0
"16784",0,0,1,0
"16785",0,1,0,0
"16786",0,0,1,0
"16787",0,0,1,0
"16788",0,1,0,0
"16789",0,0,1,0
"16797",0,0,1,0
"16798",0,1,0,0
"16799",0,1,0,0
"16800",1,0,0,0
"16801",0,0,1,0
"16802",1,0,0,0
"16803",0,0,1,0
"16804",0,1,0,0
"16805",0,0,1,0
"16806",0,0,0,1
"16807",0,0,1,0
"16808",0,0,0,1
"16816",0,0,0,1
"16817",0,0,0,1
"16818",0,0,0,1
"16819",0,0,0,1
"16820",0,0,1,0
"16821",0,1,0,0
"16822",0,0,1,0
"16823",0,1,0,0
"16824",0,0,1,0
"16825",1,0,0,0
"16826",1,0,0,0
"16827",0,0,1,0
"16835",0,0,1,0
"16836",0,0,0,1
"16837",0,0,1,0
"16838",1,0,0,0
"16839",1,0,0,0
"16840",0,1,0,0
"16841",0,0,1,0
"16842",0,1,0,0
"16843",0,0,1,0
"16844",1,0,0,0
"16845",1,0,0,0
"16846",0,1,0,0
"16854",0,1,0,0
"16855",0,1,0,0
"16856",0,0,0,1
"16857",0,0,0,1
"16858",1,0,0,0
"16859",0,0,1,0
"16860",0,0,1,0
"16861",0,0,1,0
"16862",0,0,0,1
"16863",1,0,0,0
"16864",0,1,0,0
"16865",0,0,0,1
"16873",0,1,0,0
"16874",1,0,0,0
"16875",1,0,0,0
"16876",1,0,0,0
"16877",0,0,1,0
"16878",0,0,1,0
"16879",0,0,0,1
"16880",1,0,0,0
"16881",0,0,1,0
"16882",0,1,0,0
"16883",0,1,0,0
"16884",0,1,0,0
"16892",0,0,1,0
"16893",0,0,1,0
"16894",0,0,1,0
"16895",0,0,1,0
"16896",0,1,0,0
"16897",0,1,0,0
"16898",0,0,1,0
"16899",0,0,1,0
"16900",0,0,1,0
"16901",0,0,1,0
"16902",1,0,0,0
"16903",0,1,0,0
"16911",0,0,0,1
"16912",0,0,1,0
"16913",0,0,0,1
"16914",0,0,0,1
"16915",1,0,0,0
"16916",0,0,0,1
"16917",0,0,0,1
"16918",1,0,0,0
"16919",0,0,1,0
"16920",1,0,0,0
"16921",0,0,0,1
"16922",0,0,0,1
"16930",0,1,0,0
"16931",0,1,0,0
"16932",0,1,0,0
"16933",0,1,0,0
"16934",0,0,1,0
"16935",0,0,1,0
"16936",0,0,1,0
"16937",0,1,0,0
"16938",1,0,0,0
"16939",0,1,0,0
"16940",0,0,1,0
"16941",0,0,1,0
"16949",0,1,0,0
"16950",0,0,1,0
"16951",0,0,1,0
"16952",0,0,0,1
"16953",0,0,1,0
"16954",0,1,0,0
"16955",0,1,0,0
"16956",0,0,1,0
"16957",1,0,0,0
"16958",0,1,0,0
"16959",0,1,0,0
"16960",0,0,0,1
"16968",0,0,0,1
"16969",0,0,0,1
"16970",0,0,1,0
"16971",0,1,0,0
"16972",0,0,1,0
"16973",0,0,0,1
"16974",0,0,1,0
"16975",1,0,0,0
"16976",0,0,1,0
"16977",0,0,1,0
"16978",0,1,0,0
"16979",0,0,0,1
"16987",1,0,0,0
"16988",0,0,1,0
"16989",1,0,0,0
"16990",1,0,0,0
"16991",0,0,1,0
"16992",0,0,0,1
"16993",0,0,0,1
"16994",1,0,0,0
"16995",1,0,0,0
"16996",0,0,1,0
"16997",0,0,0,1
"16998",1,0,0,0
"17006",0,0,0,1
"17007",1,0,0,0
"17008",1,0,0,0
"17009",0,0,0,1
"17010",0,0,0,1
"17011",1,0,0,0
"17012",0,0,1,0
"17013",0,0,1,0
"17014",0,0,0,1
"17015",0,0,0,1
"17016",0,0,0,1
"17017",0,1,0,0
"17025",0,0,0,1
"17026",0,0,0,1
"17027",1,0,0,0
"17028",0,1,0,0
"17029",0,0,0,1
"17030",0,0,1,0
"17031",0,0,0,1
"17032",1,0,0,0
"17033",0,0,0,1
"17034",0,0,0,1
"17035",0,0,0,1
"17036",0,0,0,1
"17044",0,0,0,1
"17045",0,0,0,1
"17046",0,1,0,0
"17047",1,0,0,0
"17048",0,1,0,0
"17049",0,0,0,1
"17050",1,0,0,0
"17051",0,0,0,1
"17052",0,1,0,0
"17053",0,0,0,1
"17054",1,0,0,0
"17055",0,0,0,1
"17063",0,0,0,1
"17064",0,1,0,0
"17065",0,0,0,1
"17066",0,1,0,0
"17067",0,0,1,0
"17068",0,0,1,0
"17069",1,0,0,0
"17070",1,0,0,0
"17071",1,0,0,0
"17072",0,0,1,0
"17073",0,0,1,0
"17074",0,1,0,0
"17082",0,1,0,0
"17083",1,0,0,0
"17084",0,0,1,0
"17085",0,1,0,0
"17086",1,0,0,0
"17087",0,0,0,1
"17088",1,0,0,0
"17089",0,1,0,0
"17090",0,0,1,0
"17091",0,1,0,0
"17092",0,1,0,0
"17093",1,0,0,0
"17101",0,0,1,0
"17102",0,1,0,0
"17103",1,0,0,0
"17104",0,0,0,1
"17105",0,0,1,0
"17106",0,0,1,0
"17107",1,0,0,0
"17108",1,0,0,0
"17109",1,0,0,0
"17110",1,0,0,0
"17111",0,0,0,1
"17112",0,1,0,0
"17120",0,1,0,0
"17121",0,0,1,0
"17122",0,1,0,0
"17123",0,0,1,0
"17124",0,0,0,1
"17125",1,0,0,0
"17126",0,0,1,0
"17127",0,0,1,0
"17128",0,0,0,1
"17129",0,0,0,1
"17130",1,0,0,0
"17131",0,0,0,1
"17139",0,1,0,0
"17140",0,0,0,1
"17141",0,0,0,1
"17142",1,0,0,0
"17143",0,0,0,1
"17144",1,0,0,0
"17145",0,0,0,1
"17146",0,0,1,0
"17147",0,0,0,1
"17148",0,1,0,0
"17149",1,0,0,0
"17150",0,0,1,0
"17158",0,1,0,0
"17159",0,0,1,0
"17160",0,0,1,0
"17161",0,1,0,0
"17162",0,0,1,0
"17163",0,1,0,0
"17164",0,0,1,0
"17165",0,0,0,1
"17166",0,0,1,0
"17167",0,0,0,1
"17168",0,0,0,1
"17169",0,1,0,0
"17177",1,0,0,0
"17178",1,0,0,0
"17179",0,0,0,1
"17180",0,0,1,0
"17181",0,0,1,0
"17182",1,0,0,0
"17183",0,0,0,1
"17184",0,0,0,1
"17185",0,1,0,0
"17186",0,0,1,0
"17187",1,0,0,0
"17188",0,0,1,0
"17196",0,1,0,0
"17197",0,0,0,1
"17198",0,0,1,0
"17199",1,0,0,0
"17200",0,1,0,0
"17201",0,0,1,0
"17202",0,0,1,0
"17203",0,0,1,0
"17204",1,0,0,0
"17205",0,0,1,0
"17206",0,1,0,0
"17207",0,0,1,0
"17215",0,0,0,1
"17216",0,1,0,0
"17217",1,0,0,0
"17218",0,0,1,0
"17219",1,0,0,0
"17220",0,0,1,0
"17221",0,0,1,0
"17222",0,0,0,1
"17223",0,0,0,1
"17224",0,1,0,0
"17225",0,1,0,0
"17226",0,0,0,1
"17234",0,0,0,1
"17235",0,1,0,0
"17236",0,0,0,1
"17237",0,0,0,1
"17238",0,0,0,1
"17239",0,0,0,1
"17240",0,0,0,1
"17241",0,0,0,1
"17242",0,0,0,1
"17243",0,0,0,1
"17244",0,0,0,1
"17245",0,0,0,1
"17253",0,1,0,0
"17254",0,1,0,0
"17255",0,0,1,0
"17256",0,1,0,0
"17257",0,0,1,0
"17258",0,1,0,0
"17259",0,1,0,0
"17260",0,0,1,0
"17261",1,0,0,0
"17262",0,0,0,1
"17263",0,1,0,0
"17264",0,1,0,0
"17272",0,0,1,0
"17273",1,0,0,0
"17274",0,0,1,0
"17275",0,1,0,0
"17276",0,1,0,0
"17277",0,1,0,0
"17278",0,1,0,0
"17279",1,0,0,0
"17280",0,0,1,0
"17281",0,0,1,0
"17282",0,1,0,0
"17283",1,0,0,0
"17291",1,0,0,0
"17292",0,1,0,0
"17293",0,0,0,1
"17294",1,0,0,0
"17295",0,0,0,1
"17296",0,0,0,1
"17297",0,0,0,1
"17298",0,0,0,1
"17299",1,0,0,0
"17300",1,0,0,0
"17301",0,0,1,0
"17302",0,0,0,1
"17310",0,1,0,0
"17311",0,0,1,0
"17312",0,0,0,1
"17313",0,0,0,1
"17314",0,1,0,0
"17315",1,0,0,0
"17316",0,0,1,0
"17317",0,0,1,0
"17318",0,0,0,1
"17319",0,0,1,0
"17320",0,0,0,1
"17321",0,0,0,1
"17329",0,0,0,1
"17330",0,1,0,0
"17331",0,0,1,0
"17332",0,1,0,0
"17333",0,0,0,1
"17334",0,0,1,0
"17335",0,1,0,0
"17336",0,1,0,0
"17337",0,0,1,0
"17338",0,0,0,1
"17339",0,1,0,0
"17340",1,0,0,0
"17348",0,0,0,1
"17349",1,0,0,0
"17350",0,0,0,1
"17351",1,0,0,0
"17352",1,0,0,0
"17353",0,1,0,0
"17354",0,0,1,0
"17355",0,0,0,1
"17356",0,0,0,1
"17357",0,1,0,0
"17358",0,1,0,0
"17359",0,0,0,1
"17367",0,1,0,0
"17368",0,1,0,0
"17369",0,1,0,0
"17370",1,0,0,0
"17371",0,0,1,0
"17372",1,0,0,0
"17373",1,0,0,0
"17374",1,0,0,0
"17375",0,1,0,0
"17376",0,0,1,0
"17377",0,0,1,0
"17378",0,1,0,0
"17386",1,0,0,0
"17387",1,0,0,0
"17388",1,0,0,0
"17389",0,1,0,0
"17390",0,0,1,0
"17391",0,0,1,0
"17392",1,0,0,0
"17393",0,1,0,0
"17394",0,1,0,0
"17395",0,1,0,0
"17396",1,0,0,0
"17397",1,0,0,0
"17405",0,0,1,0
"17406",1,0,0,0
"17407",1,0,0,0
"17408",0,0,1,0
"17409",1,0,0,0
"17410",1,0,0,0
"17411",0,1,0,0
"17412",1,0,0,0
"17413",0,1,0,0
"17414",0,0,1,0
"17415",0,0,1,0
"17416",0,0,1,0
"17424",0,0,0,1
"17425",0,1,0,0
"17426",0,0,1,0
"17427",0,0,0,1
"17428",0,0,0,1
"17429",1,0,0,0
"17430",0,0,0,1
"17431",0,0,0,1
"17432",0,0,1,0
"17433",0,0,0,1
"17434",0,0,0,1
"17435",0,0,0,1
"17443",0,0,0,1
"17444",0,0,1,0
"17445",0,0,1,0
"17446",1,0,0,0
"17447",0,0,0,1
"17448",0,0,1,0
"17449",0,1,0,0
"17450",0,0,0,1
"17451",0,0,0,1
"17452",0,0,0,1
"17453",0,0,0,1
"17454",0,0,0,1
"17462",0,0,0,1
"17463",1,0,0,0
"17464",0,0,1,0
"17465",1,0,0,0
"17466",1,0,0,0
"17467",1,0,0,0
"17468",1,0,0,0
"17469",0,0,0,1
"17470",1,0,0,0
"17471",0,1,0,0
"17472",0,1,0,0
"17473",0,0,0,1
"17481",0,1,0,0
"17482",0,1,0,0
"17483",0,0,1,0
"17484",1,0,0,0
"17485",0,0,1,0
"17486",0,1,0,0
"17487",0,1,0,0
"17488",0,1,0,0
"17489",0,1,0,0
"17490",0,1,0,0
"17491",0,1,0,0
"17492",1,0,0,0
"17500",0,1,0,0
"17501",0,1,0,0
"17502",0,0,1,0
"17503",0,1,0,0
"17504",0,1,0,0
"17505",0,1,0,0
"17506",0,0,1,0
"17507",0,0,1,0
"17508",0,0,1,0
"17509",0,0,1,0
"17510",0,1,0,0
"17511",0,1,0,0
"17519",0,0,0,1
"17520",0,1,0,0
"17521",0,1,0,0
"17522",0,0,1,0
"17523",0,0,0,1
"17524",1,0,0,0
"17525",0,0,0,1
"17526",0,1,0,0
"17527",0,0,0,1
"17528",0,0,0,1
"17529",0,1,0,0
"17530",0,0,1,0
"17538",0,0,1,0
"17539",0,0,1,0
"17540",0,0,1,0
"17541",0,1,0,0
"17542",0,1,0,0
"17543",1,0,0,0
"17544",0,0,1,0
"17545",1,0,0,0
"17546",1,0,0,0
"17547",1,0,0,0
"17548",1,0,0,0
"17549",1,0,0,0
"17557",1,0,0,0
"17558",1,0,0,0
"17559",0,0,0,1
"17560",1,0,0,0
"17561",0,1,0,0
"17562",0,0,0,1
"17563",1,0,0,0
"17564",0,1,0,0
"17565",0,0,1,0
"17566",0,0,0,1
"17567",0,0,1,0
"17568",0,1,0,0
"17576",1,0,0,0
"17577",0,0,0,1
"17578",1,0,0,0
"17579",0,0,0,1
"17580",0,0,0,1
"17581",0,0,0,1
"17582",0,0,0,1
"17583",1,0,0,0
"17584",1,0,0,0
"17585",0,0,0,1
"17586",0,0,0,1
"17587",1,0,0,0
"17595",0,0,0,1
"17596",0,0,0,1
"17597",1,0,0,0
"17598",0,0,0,1
"17599",0,0,0,1
"17600",0,0,0,1
"17601",0,1,0,0
"17602",0,0,0,1
"17603",0,0,0,1
"17604",1,0,0,0
"17605",0,0,1,0
"17606",0,1,0,0
"17614",0,0,1,0
"17615",0,0,0,1
"17616",0,0,0,1
"17617",0,1,0,0
"17618",0,0,0,1
"17619",0,0,0,1
"17620",0,1,0,0
"17621",0,0,0,1
"17622",0,0,0,1
"17623",0,0,0,1
"17624",0,0,0,1
"17625",0,0,1,0
"17633",0,1,0,0
"17634",0,1,0,0
"17635",1,0,0,0
"17636",0,1,0,0
"17637",1,0,0,0
"17638",0,0,1,0
"17639",0,1,0,0
"17640",0,0,1,0
"17641",0,1,0,0
"17642",1,0,0,0
"17643",1,0,0,0
"17644",1,0,0,0
"17652",0,0,1,0
"17653",1,0,0,0
"17654",0,0,0,1
"17655",0,1,0,0
"17656",1,0,0,0
"17657",0,1,0,0
"17658",0,0,1,0
"17659",0,0,0,1
"17660",1,0,0,0
"17661",1,0,0,0
"17662",0,1,0,0
"17663",0,1,0,0
"17671",1,0,0,0
"17672",0,0,1,0
"17673",1,0,0,0
"17674",0,1,0,0
"17675",0,1,0,0
"17676",0,0,1,0
"17677",0,1,0,0
"17678",0,0,1,0
"17679",1,0,0,0
"17680",0,1,0,0
"17681",0,0,1,0
"17682",1,0,0,0
"17690",0,0,1,0
"17691",1,0,0,0
"17692",1,0,0,0
"17693",0,0,1,0
"17694",0,1,0,0
"17695",0,0,1,0
"17696",1,0,0,0
"17697",1,0,0,0
"17698",1,0,0,0
"17699",0,1,0,0
"17700",0,0,1,0
"17701",0,1,0,0
"17709",0,0,1,0
"17710",0,0,0,1
"17711",0,0,0,1
"17712",0,0,0,1
"17713",0,0,0,1
"17714",0,1,0,0
"17715",0,0,0,1
"17716",1,0,0,0
"17717",0,0,1,0
"17718",0,0,0,1
"17719",0,0,0,1
"17720",1,0,0,0
"17728",0,1,0,0
"17729",0,0,0,1
"17730",0,0,0,1
"17731",1,0,0,0
"17732",1,0,0,0
"17733",0,0,0,1
"17734",0,0,0,1
"17735",0,0,0,1
"17736",0,1,0,0
"17737",0,0,0,1
"17738",0,0,0,1
"17739",0,1,0,0
"17747",0,0,0,1
"17748",0,0,0,1
"17749",0,0,0,1
"17750",0,0,0,1
"17751",0,0,0,1
"17752",0,0,0,1
"17753",1,0,0,0
"17754",0,0,0,1
"17755",0,0,0,1
"17756",0,0,0,1
"17757",0,0,1,0
"17758",0,0,0,1
"17766",0,0,0,1
"17767",0,1,0,0
"17768",0,0,1,0
"17769",0,0,1,0
"17770",1,0,0,0
"17771",0,0,1,0
"17772",0,0,0,1
"17773",0,0,0,1
"17774",1,0,0,0
"17775",0,0,0,1
"17776",1,0,0,0
"17777",0,0,0,1
"17785",0,0,0,1
"17786",0,0,0,1
"17787",0,0,0,1
"17788",0,0,0,1
"17789",0,0,0,1
"17790",0,0,0,1
"17791",0,0,1,0
"17792",1,0,0,0
"17793",0,0,0,1
"17794",0,0,0,1
"17795",1,0,0,0
"17796",0,1,0,0
"17804",0,0,1,0
"17805",0,1,0,0
"17806",0,1,0,0
"17807",1,0,0,0
"17808",0,0,1,0
"17809",0,0,0,1
"17810",0,0,0,1
"17811",0,0,0,1
"17812",0,0,1,0
"17813",0,1,0,0
"17814",1,0,0,0
"17815",0,0,0,1
"17823",0,0,0,1
"17824",0,0,1,0
"17825",1,0,0,0
"17826",0,0,0,1
"17827",1,0,0,0
"17828",0,0,0,1
"17829",0,0,1,0
"17830",0,1,0,0
"17831",0,1,0,0
"17832",0,0,1,0
"17833",0,0,1,0
"17834",1,0,0,0
"17842",1,0,0,0
"17843",0,1,0,0
"17844",1,0,0,0
"17845",1,0,0,0
"17846",1,0,0,0
"17847",1,0,0,0
"17848",0,0,1,0
"17849",0,0,1,0
"17850",0,0,1,0
"17851",0,0,0,1
"17852",0,0,0,1
"17853",0,0,0,1
"17861",1,0,0,0
"17862",0,0,0,1
"17863",0,0,1,0
"17864",1,0,0,0
"17865",0,0,1,0
"17866",0,0,0,1
"17867",0,0,0,1
"17868",0,0,0,1
"17869",0,0,0,1
"17870",0,0,1,0
"17871",0,0,0,1
"17872",0,0,0,1
"17880",0,0,0,1
"17881",0,1,0,0
"17882",0,1,0,0
"17883",0,1,0,0
"17884",0,1,0,0
"17885",0,0,0,1
"17886",0,0,0,1
"17887",0,0,0,1
"17888",0,0,0,1
"17889",0,0,1,0
"17890",0,0,1,0
"17891",0,0,1,0
"17899",0,1,0,0
"17900",0,0,0,1
"17901",0,0,1,0
"17902",1,0,0,0
"17903",0,1,0,0
"17904",0,0,1,0
"17905",0,1,0,0
"17906",0,0,0,1
"17907",1,0,0,0
"17908",0,0,1,0
"17909",0,0,1,0
"17910",0,1,0,0
"17918",0,0,1,0
"17919",0,0,1,0
"17920",0,0,1,0
"17921",0,1,0,0
"17922",0,0,0,1
"17923",0,0,1,0
"17924",0,0,0,1
"17925",1,0,0,0
"17926",0,0,0,1
"17927",0,0,0,1
"17928",1,0,0,0
"17929",0,1,0,0
"17937",0,1,0,0
"17938",0,0,1,0
"17939",0,1,0,0
"17940",0,1,0,0
"17941",0,1,0,0
"17942",0,0,1,0
"17943",0,1,0,0
"17944",0,1,0,0
"17945",0,1,0,0
"17946",0,1,0,0
"17947",0,1,0,0
"17948",0,1,0,0
"17956",0,0,1,0
"17957",1,0,0,0
"17958",0,1,0,0
"17959",0,0,1,0
"17960",0,1,0,0
"17961",0,0,1,0
"17962",0,1,0,0
"17963",1,0,0,0
"17964",0,0,0,1
"17965",0,0,1,0
"17966",0,1,0,0
"17967",1,0,0,0
"17975",1,0,0,0
"17976",1,0,0,0
"17977",0,0,1,0
"17978",0,1,0,0
"17979",1,0,0,0
"17980",1,0,0,0
"17981",1,0,0,0
"17982",0,1,0,0
"17983",0,0,1,0
"17984",0,1,0,0
"17985",0,1,0,0
"17986",1,0,0,0
"17994",0,1,0,0
"17995",1,0,0,0
"17996",0,1,0,0
"17997",1,0,0,0
"17998",1,0,0,0
"17999",0,0,1,0
"18000",0,0,1,0
"18001",0,1,0,0
"18002",0,0,1,0
"18003",0,0,1,0
"18004",1,0,0,0
"18005",0,0,1,0
"18013",0,0,1,0
"18014",0,1,0,0
"18015",0,0,0,1
"18016",0,0,0,1
"18017",0,0,0,1
"18018",1,0,0,0
"18019",0,0,0,1
"18020",0,0,0,1
"18021",0,0,0,1
"18022",0,0,0,1
"18023",0,0,0,1
"18024",0,0,0,1
"18032",0,0,0,1
"18033",0,0,0,1
"18034",0,0,1,0
"18035",0,0,1,0
"18036",0,0,0,1
"18037",1,0,0,0
"18038",0,0,0,1
"18039",0,0,0,1
"18040",1,0,0,0
"18041",0,0,0,1
"18042",1,0,0,0
"18043",0,0,0,1
"18051",1,0,0,0
"18052",0,0,1,0
"18053",1,0,0,0
"18054",1,0,0,0
"18055",0,0,1,0
"18056",1,0,0,0
"18057",0,1,0,0
"18058",1,0,0,0
"18059",1,0,0,0
"18060",0,0,1,0
"18061",0,0,1,0
"18062",0,0,1,0
"18070",0,0,0,1
"18071",0,0,0,1
"18072",0,0,1,0
"18073",1,0,0,0
"18074",0,0,0,1
"18075",0,0,1,0
"18076",0,0,1,0
"18077",0,1,0,0
"18078",0,1,0,0
