"No","Ch1","Ch2","Ch3","Ch4"
23770,0.14,0.138,0.404,0.318
23771,0.084,0.43,0.118,0.368
23772,0.152,0.262,0.146,0.44
23773,0.092,0.172,0.554,0.182
23774,0.174,0.248,0.12,0.458
23775,0.278,0.126,0.104,0.492
23776,0.304,0.126,0.22,0.35
23777,0.326,0.386,0.152,0.136
23778,0.104,0.416,0.098,0.382
23779,0.386,0.27,0.092,0.252
23780,0.306,0.296,0.064,0.334
23781,0.468,0.138,0.092,0.302
23782,0.096,0.292,0.32,0.292
23783,0.148,0.09,0.444,0.318
23784,0.106,0.096,0.474,0.324
23785,0.33,0.288,0.07,0.312
23786,0.26,0.268,0.134,0.338
23787,0.612,0.112,0.102,0.174
23788,0.218,0.334,0.132,0.316
23789,0.466,0.122,0.118,0.294
23790,0.096,0.186,0.382,0.336
23791,0.28,0.118,0.372,0.23
23792,0.284,0.456,0.07,0.19
23793,0.196,0.18,0.162,0.462
23794,0.314,0.122,0.15,0.414
23795,0.186,0.228,0.124,0.462
23796,0.352,0.16,0.15,0.338
23797,0.27,0.208,0.326,0.196
23798,0.2,0.088,0.188,0.524
23799,0.384,0.086,0.128,0.402
23800,0.304,0.466,0.058,0.172
23801,0.126,0.136,0.586,0.152
23802,0.084,0.504,0.102,0.31
23803,0.216,0.224,0.1,0.46
23804,0.294,0.136,0.126,0.444
23805,0.28,0.092,0.332,0.296
23806,0.156,0.274,0.128,0.442
23807,0.418,0.102,0.114,0.366
23808,0.172,0.398,0.142,0.288
23809,0.39,0.268,0.1,0.242
23810,0.242,0.508,0.116,0.134
23811,0.41,0.158,0.216,0.216
23812,0.138,0.222,0.406,0.234
23813,0.378,0.242,0.12,0.26
23814,0.366,0.312,0.186,0.136
23815,0.122,0.182,0.344,0.352
23816,0.41,0.28,0.188,0.122
23817,0.342,0.202,0.224,0.232
23818,0.174,0.128,0.422,0.276
23819,0.188,0.412,0.22,0.18
23820,0.14,0.194,0.474,0.192
23821,0.108,0.19,0.202,0.5
23822,0.172,0.34,0.142,0.346
23823,0.096,0.162,0.36,0.382
23824,0.166,0.408,0.114,0.312
23825,0.426,0.2,0.14,0.234
23826,0.224,0.38,0.132,0.264
23827,0.376,0.16,0.294,0.17
23828,0.076,0.276,0.478,0.17
23829,0.19,0.236,0.25,0.324
23830,0.114,0.604,0.072,0.21
23831,0.096,0.202,0.55,0.152
23832,0.134,0.254,0.398,0.214
23833,0.274,0.278,0.302,0.146
23834,0.376,0.188,0.17,0.266
23835,0.1,0.428,0.282,0.19
23836,0.41,0.108,0.156,0.326
23837,0.12,0.136,0.282,0.462
23838,0.436,0.16,0.16,0.244
23839,0.498,0.16,0.144,0.198
23840,0.242,0.07,0.548,0.14
23841,0.288,0.1,0.228,0.384
23842,0.392,0.188,0.244,0.176
23843,0.386,0.148,0.234,0.232
23844,0.404,0.13,0.16,0.306
23845,0.092,0.124,0.272,0.512
23846,0.518,0.244,0.148,0.09
23847,0.14,0.658,0.12,0.082
23848,0.076,0.104,0.548,0.272
23849,0.34,0.136,0.178,0.346
23850,0.072,0.132,0.59,0.206
23851,0.61,0.202,0.106,0.082
23852,0.262,0.268,0.122,0.348
23853,0.092,0.174,0.544,0.19
23854,0.492,0.172,0.134,0.202
23855,0.118,0.362,0.098,0.422
23856,0.28,0.262,0.132,0.326
23857,0.47,0.306,0.114,0.11
23858,0.322,0.134,0.33,0.214
23859,0.602,0.104,0.114,0.18
23860,0.14,0.43,0.142,0.288
23861,0.188,0.106,0.578,0.128
23862,0.078,0.108,0.682,0.132
23863,0.116,0.1,0.524,0.26
23864,0.186,0.526,0.104,0.184
23865,0.068,0.114,0.546,0.272
23866,0.302,0.384,0.164,0.15
23867,0.102,0.236,0.308,0.354
23868,0.094,0.1,0.526,0.28
23869,0.398,0.114,0.152,0.336
23870,0.206,0.068,0.602,0.124
23871,0.122,0.154,0.522,0.202
23872,0.058,0.208,0.584,0.15
23873,0.094,0.334,0.44,0.132
23874,0.542,0.158,0.168,0.132
23875,0.084,0.586,0.226,0.104
23876,0.458,0.176,0.102,0.264
23877,0.354,0.274,0.074,0.298
23878,0.232,0.2,0.25,0.318
23879,0.182,0.606,0.134,0.078
23880,0.47,0.164,0.164,0.202
23881,0.522,0.26,0.088,0.13
23882,0.366,0.464,0.08,0.09
23883,0.114,0.186,0.598,0.102
23884,0.148,0.56,0.19,0.102
23885,0.32,0.228,0.106,0.346
23886,0.25,0.266,0.178,0.306
23887,0.274,0.192,0.216,0.318
23888,0.198,0.398,0.29,0.114
23889,0.542,0.24,0.09,0.128
23890,0.206,0.508,0.092,0.194
23891,0.316,0.22,0.18,0.284
23892,0.088,0.454,0.1,0.358
23893,0.228,0.288,0.118,0.366
23894,0.164,0.284,0.182,0.37
23895,0.168,0.248,0.408,0.176
23896,0.1,0.238,0.374,0.288
23897,0.146,0.216,0.126,0.512
23898,0.108,0.608,0.092,0.192
23899,0.242,0.134,0.162,0.462
23900,0.118,0.334,0.12,0.428
23901,0.134,0.542,0.16,0.164
23902,0.102,0.56,0.194,0.144
23903,0.292,0.246,0.108,0.354
23904,0.122,0.438,0.116,0.324
23905,0.402,0.092,0.278,0.228
23906,0.504,0.104,0.1,0.292
23907,0.332,0.126,0.106,0.436
23908,0.136,0.258,0.104,0.502
23909,0.246,0.164,0.09,0.5
23910,0.26,0.124,0.242,0.374
23911,0.156,0.078,0.2,0.566
23912,0.13,0.16,0.214,0.496
23913,0.1,0.196,0.374,0.33
23914,0.098,0.462,0.088,0.352
23915,0.6,0.122,0.086,0.192
23916,0.068,0.132,0.524,0.276
23917,0.146,0.29,0.096,0.468
23918,0.136,0.148,0.1,0.616
23919,0.104,0.34,0.092,0.464
23920,0.078,0.374,0.174,0.374
23921,0.206,0.142,0.504,0.148
23922,0.096,0.146,0.53,0.228
23923,0.29,0.434,0.11,0.166
23924,0.144,0.502,0.286,0.068
23925,0.14,0.214,0.168,0.478
23926,0.268,0.504,0.114,0.114
23927,0.284,0.13,0.222,0.364
23928,0.142,0.166,0.394,0.298
23929,0.106,0.288,0.102,0.504
23930,0.086,0.266,0.128,0.52
23931,0.142,0.624,0.11,0.124
23932,0.12,0.452,0.11,0.318
23933,0.142,0.566,0.16,0.132
23934,0.094,0.658,0.102,0.146
23935,0.238,0.174,0.132,0.456
23936,0.43,0.172,0.094,0.304
23937,0.12,0.136,0.51,0.234
23938,0.358,0.142,0.09,0.41
23939,0.152,0.096,0.372,0.38
23940,0.316,0.106,0.12,0.458
23941,0.074,0.242,0.51,0.174
23942,0.436,0.158,0.142,0.264
23943,0.14,0.428,0.132,0.3
23944,0.368,0.112,0.406,0.114
23945,0.132,0.158,0.366,0.344
23946,0.302,0.528,0.088,0.082
23947,0.12,0.426,0.228,0.226
23948,0.16,0.15,0.368,0.322
23949,0.128,0.228,0.116,0.528
23950,0.098,0.594,0.222,0.086
23951,0.574,0.13,0.124,0.172
23952,0.164,0.152,0.294,0.39
23953,0.498,0.124,0.126,0.252
23954,0.562,0.14,0.156,0.142
23955,0.112,0.304,0.128,0.456
23956,0.094,0.152,0.508,0.246
23957,0.086,0.492,0.078,0.344
23958,0.172,0.46,0.134,0.234
23959,0.424,0.124,0.204,0.248
23960,0.198,0.148,0.414,0.24
23961,0.74,0.102,0.066,0.092
23962,0.1,0.552,0.106,0.242
23963,0.18,0.504,0.088,0.228
23964,0.086,0.418,0.35,0.146
23965,0.12,0.106,0.61,0.164
23966,0.094,0.112,0.57,0.224
23967,0.412,0.156,0.106,0.326
23968,0.314,0.332,0.11,0.244
23969,0.46,0.146,0.126,0.268
23970,0.666,0.082,0.14,0.112
23971,0.154,0.214,0.492,0.14
23972,0.468,0.17,0.242,0.12
23973,0.328,0.226,0.15,0.296
23974,0.106,0.11,0.616,0.168
23975,0.222,0.58,0.08,0.118
23976,0.154,0.464,0.192,0.19
23977,0.1,0.132,0.622,0.146
23978,0.156,0.144,0.154,0.546
23979,0.482,0.09,0.106,0.322
23980,0.108,0.588,0.082,0.222
23981,0.448,0.104,0.28,0.168
23982,0.066,0.062,0.772,0.1
23983,0.224,0.198,0.164,0.414
23984,0.396,0.216,0.106,0.282
23985,0.12,0.118,0.408,0.354
23986,0.44,0.312,0.078,0.17
23987,0.126,0.176,0.43,0.268
23988,0.29,0.416,0.182,0.112
23989,0.08,0.14,0.586,0.194
23990,0.342,0.298,0.142,0.218
23991,0.11,0.132,0.398,0.36
23992,0.164,0.554,0.094,0.188
23993,0.078,0.498,0.252,0.172
23994,0.152,0.322,0.146,0.38
23995,0.102,0.198,0.336,0.364
23996,0.082,0.226,0.466,0.226
23997,0.168,0.452,0.206,0.174
23998,0.12,0.382,0.32,0.178
23999,0.442,0.154,0.112,0.292
24000,0.154,0.558,0.074,0.214
24001,0.432,0.398,0.054,0.116
24002,0.304,0.424,0.122,0.15
24003,0.35,0.382,0.094,0.174
24004,0.308,0.14,0.234,0.318
24005,0.104,0.748,0.06,0.088
24006,0.288,0.152,0.428,0.132
24007,0.242,0.192,0.146,0.42
24008,0.078,0.696,0.08,0.146
24009,0.442,0.08,0.14,0.338
24010,0.79,0.102,0.044,0.064
24011,0.102,0.66,0.076,0.162
24012,0.222,0.1,0.386,0.292
24013,0.146,0.104,0.39,0.36
24014,0.096,0.356,0.472,0.076
24015,0.07,0.478,0.126,0.326
24016,0.168,0.472,0.086,0.274
24017,0.382,0.268,0.278,0.072
24018,0.382,0.184,0.112,0.322
24019,0.288,0.358,0.176,0.178
24020,0.068,0.37,0.34,0.222
24021,0.092,0.148,0.5,0.26
24022,0.536,0.162,0.108,0.194
24023,0.17,0.444,0.176,0.21
24024,0.228,0.52,0.128,0.124
24025,0.492,0.204,0.18,0.124
24026,0.178,0.534,0.192,0.096
24027,0.138,0.118,0.292,0.452
24028,0.138,0.556,0.084,0.222
24029,0.134,0.184,0.184,0.498
24030,0.19,0.346,0.162,0.302
24031,0.07,0.242,0.23,0.458
24032,0.222,0.152,0.236,0.39
24033,0.554,0.19,0.146,0.11
24034,0.27,0.17,0.15,0.41
24035,0.094,0.372,0.1,0.434
24036,0.26,0.22,0.416,0.104
24037,0.128,0.612,0.098,0.162
24038,0.11,0.134,0.33,0.426
24039,0.32,0.396,0.06,0.224
24040,0.148,0.194,0.488,0.17
24041,0.336,0.212,0.164,0.288
24042,0.082,0.272,0.502,0.144
24043,0.38,0.212,0.098,0.31
24044,0.286,0.396,0.182,0.136
24045,0.432,0.11,0.156,0.302
24046,0.104,0.582,0.216,0.098
24047,0.134,0.08,0.696,0.09
24048,0.068,0.188,0.596,0.148
24049,0.612,0.148,0.132,0.108
24050,0.218,0.146,0.172,0.464
24051,0.144,0.384,0.102,0.37
24052,0.534,0.278,0.092,0.096
24053,0.414,0.098,0.29,0.198
24054,0.298,0.158,0.17,0.374
24055,0.338,0.184,0.184,0.294
24056,0.098,0.616,0.08,0.206
24057,0.208,0.118,0.148,0.526
24058,0.084,0.19,0.172,0.554
24059,0.246,0.188,0.046,0.52
24060,0.24,0.116,0.13,0.514
24061,0.086,0.36,0.088,0.466
24062,0.218,0.132,0.492,0.158
24063,0.082,0.274,0.422,0.222
24064,0.284,0.108,0.202,0.406
24065,0.074,0.116,0.572,0.238
24066,0.382,0.256,0.086,0.276
24067,0.106,0.256,0.088,0.55
24068,0.566,0.114,0.084,0.236
24069,0.118,0.178,0.126,0.578
24070,0.522,0.1,0.132,0.246
24071,0.14,0.118,0.246,0.496
24072,0.12,0.216,0.148,0.516
24073,0.25,0.094,0.128,0.528
24074,0.314,0.098,0.258,0.33
24075,0.228,0.184,0.284,0.304
24076,0.13,0.324,0.288,0.258
24077,0.418,0.206,0.046,0.33
24078,0.306,0.264,0.146,0.284
24079,0.29,0.142,0.082,0.486
24080,0.508,0.076,0.056,0.36
24081,0.104,0.242,0.154,0.5
24082,0.26,0.18,0.392,0.168
24083,0.12,0.388,0.066,0.426
24084,0.308,0.33,0.102,0.26
24085,0.178,0.308,0.086,0.428
24086,0.284,0.18,0.22,0.316
24087,0.236,0.33,0.14,0.294
24088,0.222,0.15,0.414,0.214
24089,0.336,0.318,0.18,0.166
24090,0.062,0.192,0.372,0.374
24091,0.084,0.114,0.468,0.334
24092,0.452,0.058,0.082,0.408
24093,0.342,0.364,0.15,0.144
24094,0.08,0.628,0.254,0.038
24095,0.3,0.116,0.436,0.148
24096,0.242,0.458,0.122,0.178
24097,0.124,0.3,0.45,0.126
24098,0.526,0.204,0.118,0.152
24099,0.214,0.44,0.166,0.18
24100,0.358,0.428,0.104,0.11
24101,0.198,0.434,0.15,0.218
24102,0.334,0.19,0.262,0.214
24103,0.122,0.516,0.25,0.112
24104,0.3,0.13,0.172,0.398
24105,0.51,0.124,0.184,0.182
24106,0.162,0.514,0.114,0.21
24107,0.23,0.102,0.452,0.216
24108,0.146,0.114,0.608,0.132
24109,0.35,0.256,0.148,0.246
24110,0.398,0.298,0.13,0.174
24111,0.16,0.362,0.182,0.296
24112,0.376,0.118,0.164,0.342
24113,0.062,0.55,0.3,0.088
24114,0.22,0.19,0.358,0.232
24115,0.086,0.722,0.098,0.094
24116,0.106,0.088,0.726,0.08
24117,0.506,0.202,0.17,0.122
24118,0.278,0.334,0.234,0.154
24119,0.252,0.516,0.064,0.168
24120,0.17,0.608,0.088,0.134
24121,0.372,0.334,0.14,0.154
24122,0.09,0.304,0.496,0.11
24123,0.142,0.324,0.164,0.37
24124,0.224,0.59,0.08,0.106
24125,0.074,0.082,0.704,0.14
24126,0.282,0.336,0.224,0.158
24127,0.368,0.382,0.112,0.138
24128,0.258,0.124,0.118,0.5
24129,0.33,0.32,0.164,0.186
24130,0.23,0.394,0.086,0.29
24131,0.098,0.428,0.222,0.252
24132,0.196,0.472,0.086,0.246
24133,0.374,0.316,0.094,0.216
24134,0.336,0.286,0.286,0.092
24135,0.148,0.07,0.488,0.294
24136,0.072,0.17,0.458,0.3
24137,0.058,0.802,0.038,0.102
24138,0.424,0.17,0.088,0.318
24139,0.332,0.05,0.528,0.09
24140,0.438,0.14,0.216,0.206
24141,0.086,0.6,0.07,0.244
24142,0.078,0.41,0.29,0.222
24143,0.124,0.56,0.214,0.102
24144,0.236,0.298,0.086,0.38
24145,0.116,0.392,0.284,0.208
24146,0.076,0.104,0.55,0.27
24147,0.254,0.388,0.142,0.216
24148,0.182,0.472,0.22,0.126
24149,0.072,0.192,0.512,0.224
24150,0.218,0.342,0.166,0.274
24151,0.14,0.462,0.254,0.144
24152,0.106,0.486,0.204,0.204
24153,0.134,0.168,0.536,0.162
24154,0.18,0.106,0.596,0.118
24155,0.1,0.144,0.614,0.142
24156,0.106,0.288,0.454,0.152
24157,0.172,0.324,0.15,0.354
24158,0.492,0.234,0.118,0.156
24159,0.124,0.176,0.276,0.424
24160,0.242,0.194,0.14,0.424
24161,0.144,0.64,0.086,0.13
24162,0.446,0.23,0.128,0.196
24163,0.116,0.348,0.434,0.102
24164,0.384,0.272,0.202,0.142
24165,0.17,0.224,0.148,0.458
24166,0.182,0.252,0.208,0.358
24167,0.116,0.596,0.204,0.084
24168,0.372,0.156,0.18,0.292
24169,0.454,0.134,0.282,0.13
24170,0.102,0.288,0.328,0.282
24171,0.154,0.492,0.198,0.156
24172,0.43,0.106,0.334,0.13
24173,0.2,0.566,0.098,0.136
24174,0.232,0.504,0.148,0.116
24175,0.24,0.222,0.432,0.106
24176,0.166,0.162,0.466,0.206
24177,0.626,0.158,0.106,0.11
24178,0.168,0.14,0.196,0.496
24179,0.096,0.564,0.28,0.06
24180,0.19,0.152,0.27,0.388
24181,0.112,0.474,0.156,0.258
24182,0.132,0.51,0.264,0.094
24183,0.232,0.54,0.098,0.13
24184,0.134,0.664,0.128,0.074
24185,0.238,0.288,0.298,0.176
24186,0.098,0.534,0.212,0.156
24187,0.294,0.458,0.138,0.11
24188,0.122,0.234,0.404,0.24
24189,0.164,0.286,0.212,0.338
24190,0.138,0.222,0.356,0.284
24191,0.152,0.234,0.504,0.11
24192,0.28,0.216,0.24,0.264
24193,0.114,0.146,0.6,0.14
24194,0.136,0.304,0.198,0.362
24195,0.298,0.154,0.236,0.312
24196,0.524,0.188,0.128,0.16
24197,0.19,0.242,0.2,0.368
24198,0.538,0.222,0.13,0.11
24199,0.214,0.442,0.152,0.192
24200,0.228,0.238,0.274,0.26
24201,0.55,0.214,0.142,0.094
24202,0.122,0.142,0.622,0.114
24203,0.196,0.246,0.304,0.254
24204,0.13,0.472,0.172,0.226
24205,0.168,0.436,0.178,0.218
24206,0.182,0.184,0.52,0.114
24207,0.482,0.142,0.158,0.218
24208,0.138,0.382,0.276,0.204
24209,0.134,0.31,0.388,0.168
24210,0.156,0.228,0.272,0.344
24211,0.166,0.124,0.226,0.484
24212,0.266,0.232,0.096,0.406
24213,0.292,0.118,0.286,0.304
24214,0.122,0.194,0.368,0.316
24215,0.204,0.168,0.46,0.168
24216,0.202,0.168,0.302,0.328
24217,0.106,0.296,0.244,0.354
24218,0.222,0.204,0.236,0.338
24219,0.276,0.242,0.188,0.294
24220,0.224,0.276,0.246,0.254
24221,0.226,0.57,0.112,0.092
24222,0.4,0.302,0.126,0.172
24223,0.368,0.14,0.258,0.234
24224,0.15,0.302,0.226,0.322
24225,0.298,0.228,0.246,0.228
24226,0.19,0.178,0.22,0.412
24227,0.364,0.19,0.33,0.116
24228,0.128,0.29,0.148,0.434
24229,0.154,0.47,0.124,0.252
24230,0.124,0.344,0.16,0.372
24231,0.222,0.234,0.214,0.33
24232,0.108,0.486,0.128,0.278
24233,0.374,0.232,0.122,0.272
24234,0.106,0.192,0.326,0.376
24235,0.442,0.23,0.154,0.174
24236,0.142,0.172,0.578,0.108
24237,0.416,0.17,0.164,0.25
24238,0.1,0.226,0.448,0.226
24239,0.422,0.272,0.146,0.16
24240,0.198,0.466,0.128,0.208
24241,0.136,0.158,0.178,0.528
24242,0.302,0.276,0.204,0.218
24243,0.138,0.504,0.146,0.212
24244,0.362,0.2,0.248,0.19
24245,0.216,0.288,0.318,0.178
24246,0.278,0.24,0.128,0.354
24247,0.162,0.28,0.424,0.134
24248,0.28,0.134,0.194,0.392
24249,0.198,0.37,0.196,0.236
24250,0.2,0.332,0.16,0.308
24251,0.184,0.336,0.114,0.366
24252,0.184,0.298,0.15,0.368
24253,0.098,0.254,0.486,0.162
24254,0.254,0.176,0.268,0.302
24255,0.12,0.25,0.368,0.262
24256,0.198,0.174,0.228,0.4
24257,0.202,0.306,0.27,0.222
24258,0.212,0.432,0.114,0.242
24259,0.138,0.21,0.21,0.442
24260,0.132,0.442,0.196,0.23
24261,0.212,0.13,0.268,0.39
24262,0.356,0.128,0.234,0.282
24263,0.22,0.246,0.27,0.264
24264,0.27,0.368,0.232,0.13
24265,0.488,0.2,0.126,0.186
24266,0.18,0.18,0.308,0.332
24267,0.282,0.332,0.166,0.22
24268,0.25,0.232,0.264,0.254
24269,0.204,0.39,0.178,0.228
24270,0.194,0.348,0.3,0.158
24271,0.122,0.276,0.408,0.194
24272,0.166,0.252,0.34,0.242
24273,0.318,0.27,0.16,0.252
24274,0.298,0.138,0.41,0.154
24275,0.234,0.184,0.374,0.208
24276,0.506,0.236,0.144,0.114
24277,0.132,0.552,0.228,0.088
24278,0.168,0.356,0.22,0.256
24279,0.368,0.236,0.21,0.186
24280,0.208,0.278,0.362,0.152
24281,0.452,0.224,0.182,0.142
24282,0.236,0.228,0.232,0.304
24283,0.176,0.33,0.07,0.424
24284,0.192,0.06,0.354,0.394
24285,0.068,0.53,0.072,0.33
24286,0.086,0.058,0.552,0.304
24287,0.08,0.492,0.072,0.356
24288,0.056,0.662,0.048,0.234
24289,0.066,0.6,0.192,0.142
24290,0.102,0.394,0.062,0.442
24291,0.132,0.058,0.19,0.62
24292,0.082,0.074,0.214,0.63
24293,0.138,0.518,0.248,0.096
24294,0.134,0.548,0.058,0.26
24295,0.096,0.386,0.136,0.382
24296,0.172,0.156,0.086,0.586
24297,0.426,0.104,0.06,0.41
24298,0.158,0.176,0.072,0.594
24299,0.126,0.11,0.072,0.692
24300,0.18,0.15,0.054,0.616
24301,0.096,0.118,0.102,0.684
24302,0.626,0.146,0.092,0.136
24303,0.41,0.124,0.09,0.376
24304,0.12,0.15,0.25,0.48
24305,0.264,0.54,0.07,0.126
24306,0.342,0.108,0.114,0.436
24307,0.634,0.104,0.098,0.164
24308,0.302,0.092,0.238,0.368
24309,0.07,0.192,0.526,0.212
24310,0.076,0.496,0.29,0.138
24311,0.13,0.344,0.24,0.286
24312,0.204,0.234,0.146,0.416
24313,0.478,0.192,0.092,0.238
24314,0.086,0.608,0.068,0.238
24315,0.282,0.536,0.056,0.126
24316,0.544,0.1,0.102,0.254
24317,0.08,0.608,0.078,0.234
24318,0.07,0.12,0.536,0.274
24319,0.58,0.078,0.25,0.092
24320,0.072,0.134,0.422,0.372
24321,0.462,0.186,0.132,0.22
24322,0.324,0.344,0.156,0.176
24323,0.126,0.06,0.64,0.174
24324,0.188,0.174,0.35,0.288
24325,0.414,0.174,0.152,0.26
24326,0.128,0.178,0.372,0.322
24327,0.212,0.322,0.228,0.238
24328,0.112,0.15,0.414,0.324
24329,0.174,0.554,0.084,0.188
24330,0.338,0.144,0.32,0.198
24331,0.134,0.232,0.306,0.328
24332,0.398,0.216,0.198,0.188
24333,0.416,0.252,0.152,0.18
24334,0.362,0.292,0.134,0.212
24335,0.174,0.4,0.108,0.318
24336,0.152,0.326,0.204,0.318
24337,0.362,0.286,0.192,0.16
24338,0.354,0.128,0.272,0.246
24339,0.342,0.328,0.078,0.252
24340,0.2,0.352,0.108,0.34
24341,0.474,0.104,0.218,0.204
24342,0.574,0.09,0.168,0.168
24343,0.104,0.416,0.14,0.34
24344,0.068,0.094,0.432,0.406
24345,0.124,0.118,0.308,0.45
24346,0.122,0.222,0.464,0.192
24347,0.1,0.452,0.166,0.282
24348,0.422,0.2,0.178,0.2
24349,0.358,0.14,0.15,0.352
24350,0.11,0.198,0.494,0.198
24351,0.382,0.096,0.264,0.258
24352,0.1,0.462,0.184,0.254
24353,0.246,0.11,0.268,0.376
24354,0.132,0.442,0.17,0.256
24355,0.482,0.104,0.202,0.212
24356,0.194,0.124,0.126,0.556
24357,0.368,0.264,0.136,0.232
24358,0.428,0.186,0.102,0.284
24359,0.096,0.736,0.06,0.108
24360,0.074,0.342,0.276,0.308
24361,0.19,0.304,0.126,0.38
24362,0.44,0.21,0.278,0.072
24363,0.14,0.068,0.482,0.31
24364,0.042,0.618,0.146,0.194
24365,0.24,0.13,0.286,0.344
24366,0.09,0.432,0.164,0.314
24367,0.192,0.116,0.106,0.586
24368,0.068,0.346,0.362,0.224
24369,0.362,0.38,0.152,0.106
24370,0.15,0.474,0.256,0.12
24371,0.286,0.272,0.27,0.172
24372,0.082,0.09,0.468,0.36
24373,0.178,0.422,0.286,0.114
24374,0.286,0.114,0.334,0.266
24375,0.086,0.09,0.518,0.306
24376,0.168,0.08,0.624,0.128
24377,0.086,0.634,0.15,0.13
24378,0.078,0.528,0.086,0.308
24379,0.07,0.522,0.116,0.292
24380,0.168,0.25,0.104,0.478
24381,0.438,0.178,0.118,0.266
24382,0.564,0.098,0.254,0.084
24383,0.144,0.092,0.604,0.16
24384,0.13,0.136,0.542,0.192
24385,0.58,0.15,0.128,0.142
24386,0.074,0.09,0.656,0.18
24387,0.458,0.098,0.1,0.344
24388,0.458,0.102,0.15,0.29
24389,0.454,0.252,0.146,0.148
24390,0.354,0.176,0.364,0.106
24391,0.214,0.162,0.108,0.516
24392,0.086,0.372,0.282,0.26
24393,0.078,0.084,0.7,0.138
24394,0.084,0.744,0.066,0.106
24395,0.136,0.394,0.38,0.09
24396,0.434,0.352,0.09,0.124
24397,0.148,0.126,0.412,0.314
24398,0.25,0.388,0.156,0.206
24399,0.142,0.256,0.202,0.4
24400,0.106,0.122,0.48,0.292
24401,0.306,0.184,0.162,0.348
24402,0.162,0.07,0.606,0.162
24403,0.15,0.152,0.476,0.222
24404,0.104,0.246,0.486,0.164
24405,0.086,0.3,0.446,0.168
24406,0.408,0.22,0.184,0.188
24407,0.056,0.562,0.216,0.166
24408,0.33,0.294,0.122,0.254
24409,0.268,0.254,0.118,0.36
24410,0.164,0.254,0.244,0.338
24411,0.154,0.548,0.164,0.134
24412,0.392,0.156,0.168,0.284
24413,0.478,0.212,0.12,0.19
24414,0.234,0.48,0.11,0.176
24415,0.112,0.176,0.59,0.122
24416,0.536,0.134,0.134,0.196
24417,0.148,0.08,0.36,0.412
24418,0.276,0.134,0.132,0.458
24419,0.186,0.476,0.198,0.14
24420,0.084,0.442,0.1,0.374
24421,0.148,0.144,0.112,0.596
24422,0.33,0.324,0.076,0.27
24423,0.124,0.296,0.23,0.35
24424,0.116,0.156,0.268,0.46
24425,0.174,0.186,0.146,0.494
24426,0.504,0.182,0.098,0.216
24427,0.128,0.33,0.332,0.21
24428,0.372,0.402,0.062,0.164
24429,0.162,0.586,0.08,0.172
24430,0.1,0.272,0.122,0.506
24431,0.162,0.316,0.098,0.424
24432,0.308,0.232,0.194,0.266
24433,0.11,0.114,0.152,0.624
24434,0.134,0.216,0.262,0.388
24435,0.464,0.13,0.178,0.228
24436,0.2,0.134,0.308,0.358
24437,0.366,0.154,0.122,0.358
24438,0.666,0.142,0.112,0.08
24439,0.156,0.084,0.52,0.24
24440,0.084,0.436,0.134,0.346
24441,0.538,0.094,0.074,0.294
24442,0.658,0.108,0.104,0.13
24443,0.544,0.194,0.176,0.086
24444,0.128,0.172,0.55,0.15
24445,0.226,0.144,0.18,0.45
24446,0.272,0.106,0.126,0.496
24447,0.126,0.704,0.058,0.112
24448,0.168,0.462,0.062,0.308
24449,0.31,0.094,0.176,0.42
24450,0.108,0.136,0.238,0.518
24451,0.11,0.108,0.422,0.36
24452,0.124,0.104,0.428,0.344
24453,0.33,0.128,0.414,0.128
24454,0.218,0.428,0.05,0.304
24455,0.132,0.062,0.442,0.364
24456,0.068,0.084,0.464,0.384
24457,0.266,0.096,0.156,0.482
24458,0.106,0.268,0.146,0.48
24459,0.164,0.154,0.48,0.202
24460,0.094,0.158,0.146,0.602
24461,0.058,0.074,0.38,0.488
24462,0.192,0.176,0.096,0.536
24463,0.322,0.48,0.058,0.14
24464,0.118,0.158,0.156,0.568
24465,0.128,0.658,0.06,0.154
24466,0.326,0.24,0.074,0.36
24467,0.124,0.26,0.12,0.496
24468,0.078,0.408,0.106,0.408
24469,0.106,0.236,0.092,0.566
24470,0.108,0.138,0.098,0.656
24471,0.122,0.526,0.082,0.27
24472,0.414,0.198,0.228,0.16
24473,0.296,0.084,0.32,0.3
24474,0.722,0.14,0.026,0.112
24475,0.052,0.672,0.076,0.2
24476,0.12,0.636,0.082,0.162
24477,0.068,0.514,0.276,0.142
24478,0.076,0.056,0.736,0.132
24479,0.054,0.076,0.65,0.22
24480,0.59,0.1,0.048,0.262
24481,0.404,0.292,0.07,0.234
24482,0.516,0.19,0.056,0.238
24483,0.612,0.058,0.2,0.13
24484,0.07,0.216,0.612,0.102
24485,0.396,0.228,0.29,0.086
24486,0.348,0.288,0.094,0.27
24487,0.052,0.066,0.744,0.138
24488,0.212,0.634,0.034,0.12
24489,0.24,0.36,0.264,0.136
24490,0.074,0.116,0.718,0.092
24491,0.144,0.082,0.204,0.57
24492,0.194,0.132,0.42,0.254
24493,0.084,0.212,0.534,0.17
24494,0.186,0.274,0.42,0.12
24495,0.11,0.474,0.134,0.282
24496,0.14,0.186,0.308,0.366
24497,0.144,0.154,0.52,0.182
24498,0.178,0.162,0.522,0.138
24499,0.342,0.104,0.266,0.288
24500,0.088,0.438,0.228,0.246
24501,0.178,0.37,0.094,0.358
24502,0.412,0.15,0.124,0.314
24503,0.144,0.214,0.178,0.464
24504,0.14,0.332,0.148,0.38
